start	end	M5:HeadMovement	M5:janej	M5:yes	M5:no	M5:word01	M5:Face	M5:pitch	F3:pitch	M5:intensity	F3:intensity	M5:x-pos	M5:y-pos	M5:weight	M5:velocity-r	M5:velocity-clock	M5:velocity-x	M5:velocity-y	M5:acceleration-r	M5:acceleration-clock	M5:acceleration-x	M5:acceleration-y	M5:jerk-r	M5:jerk-clock	M5:jerk-x	M5:jerk-y
7508	7512			0	0	0		118.80782633858846	118.80782633858846	22.636095787626466	22.636095787626466	206.077000	85.743700	0.866498	0.079694	12	-0.000767	-0.079690	0.013679	12	0.000041	-0.013679	0.002773	6	0.000046	0.002772
7512	7516			0	0	0		118.80782633858846	118.80782633858846	22.051041971582368	22.051041971582368	206.083000	84.791300	0.882385	0.111198	12	-0.000633	-0.111197	0.005325	6	0.000168	0.005323	0.005050	5	0.003157	0.003942
7516	7520			0	0	0		118.80782633858846	118.80782633858846	23.758253375596293	23.758253375596293	206.079000	85.716800	0.876706	0.065427	12	-0.000050	-0.065427	0.024545	5	0.017302	0.017410	0.003094	6	0.000029	0.003094
7520	7524			0	0	0		118.80782633858846	118.80782633858846	22.573079414318986	22.573079414318986	206.071000	85.715900	0.873924	0.067786	2	0.065450	-0.017643	0.024527	5	0.007122	0.023470	0.001829	4	0.001416	0.001158
7524	7528			0	0	0		118.80782633858846	118.80782633858846	34.470428394906044	34.470428394906044	206.083000	84.785200	0.874589	0.057993	4	0.049817	0.029690	0.027380	5	0.016148	0.022111	0.002538	10	-0.002266	-0.001145
7528	7532			0	0	0		118.80782633858846	118.80782633858846	27.623500298346272	27.623500298346272	206.080000	84.784800	0.881183	0.125527	4	0.098883	0.077325	0.014533	6	0.000324	0.014529	0.002838	12	-0.000618	-0.002769
7532	7536			0	0	0		118.80782633858846	118.80782633858846	23.455444144788693	23.455444144788693	206.080000	85.728900	0.869438	0.082048	4	0.067383	0.046812	0.005720	3	0.005719	0.000072	0.006975	11	-0.003454	-0.006060
7536	7540			0	0	0		118.80782633858846	118.80782633858846	51.89899021935094	51.89899021935094	207.057000	85.720600	0.863320	0.126269	4	0.099267	0.078038	0.014438	10	-0.011465	-0.008776	0.001227	11	-0.000651	-0.001040
7540	7544			0	0	0		258.7272747508743	258.7272747508743	51.963493758224814	51.963493758224814	206.091000	85.718800	0.866430	0.068388	4	0.050017	0.046640	0.012705	11	-0.004929	-0.011709	0.002278	1	0.000795	-0.002135
7544	7548			0	0	0		258.7272747508743	258.7272747508743	54.51776916356106	54.51776916356106	207.065000	85.711400	0.862552	0.067809	3	0.065750	0.016582	0.021558	12	-0.001515	-0.021505	0.001561	4	0.001445	0.000591
7548	7552			0	0	0		283.1272195664975	283.1272195664975	56.204364296749134	56.204364296749134	206.096000	85.721600	0.868247	0.071485	2	0.064800	-0.030183	0.009418	12	0.000830	-0.009382	0.005048	5	0.001496	0.004821
7552	7556			0	0	0		222.0636598050117	222.0636598050117	49.52410109732979	49.52410109732979	207.055000	85.723400	0.859077	0.050047	2	0.048283	-0.013168	0.010842	5	0.004635	0.009802	0.004107	6	0.000921	0.004002
7556	7560			0	0	0		222.0636598050117	222.0636598050117	30.919212901547304	30.919212901547304	206.092000	84.786800	0.868871	0.097725	3	0.097717	0.001250	0.015673	4	0.011523	0.010624	0.000545	9	-0.000538	-0.000087
7560	7564			0	0	0		222.0636598050117	222.0636598050117	25.767736026489292	25.767736026489292	207.057000	85.738000	0.855424	0.067500	3	0.065433	0.016573	0.010914	7	-0.005509	0.009422	0.005368	11	-0.003445	-0.004116
7564	7568			0	0	0		222.0636598050117	222.0636598050117	23.632161127795396	23.632161127795396	207.054000	85.726100	0.861177	0.102600	4	0.097750	0.031172	0.010280	12	-0.000091	-0.010279	0.001968	11	-0.000670	-0.001850
7568	7572			0	0	0		222.0636598050117	222.0636598050117	27.258236817629218	27.258236817629218	207.064000	85.738000	0.851603	0.051460	2	0.048867	-0.016132	0.017170	10	-0.016265	-0.005501	0.005418	9	-0.005398	-0.000463
7572	7576			0	0	0		222.0636598050117	222.0636598050117	35.69858449966147	35.69858449966147	207.078000	85.711700	0.856783	0.065329	3	0.063500	0.015350	0.024653	9	-0.024047	-0.005432	0.001507	4	0.001387	0.000589
7576	7580			0	0	0		222.0636598050117	222.0636598050117	51.077320080957904	51.077320080957904	207.065000	85.725300	0.854559	0.072541	10	-0.065150	-0.031900	0.025952	10	-0.024065	-0.009714	0.002366	7	-0.001335	0.001953
7580	7584			0	0	0		222.0636598050117	222.0636598050117	43.14921441683929	43.14921441683929	207.060000	85.725300	0.859760	0.052367	10	-0.050000	-0.015567	0.018916	8	-0.015931	0.010199	0.004719	5	0.002332	0.004103
7584	7588			0	0	0		222.0636598050117	222.0636598050117	39.854932020459366	39.854932020459366	207.052000	84.787500	0.860625	0.098634	9	-0.098633	0.000413	0.020202	8	-0.016883	0.011093	0.000686	3	0.000682	-0.000082
7588	7592			0	0	0		222.0636598050117	222.0636598050117	49.7705511788276	49.7705511788276	207.045000	85.733500	0.850621	0.131960	9	-0.130833	0.017205	0.015410	8	-0.011862	0.009835	0.002375	2	0.002069	-0.001167
7592	7596			0	0	0		222.0636598050117	222.0636598050117	50.158783655625214	50.158783655625214	206.097000	85.725800	0.860011	0.148291	9	-0.144933	0.031378	0.007093	7	-0.003738	0.006028	0.003415	2	0.002777	-0.001987
7596	7600			0	0	0		222.0636598050117	222.0636598050117	40.50853750996268	40.50853750996268	207.049000	85.725300	0.857707	0.150972	8	-0.143717	0.046238	0.004828	3	0.004769	0.000753	0.003408	2	0.002654	-0.002137
7600	7604			0	0	0		222.0636598050117	222.0636598050117	48.56535444972245	48.56535444972245	206.094000	85.731700	0.856736	0.141481	8	-0.127550	0.061220	0.013922	2	0.012148	-0.006800	0.002496	2	0.001899	-0.001619
7604	7608			0	0	0		222.0636598050117	222.0636598050117	47.5350312260764	47.5350312260764	206.088000	85.730400	0.861930	0.096531	9	-0.096517	-0.001647	0.023471	2	0.016622	-0.016570	0.000466	3	0.000462	0.000063
7608	7612			0	0	0		222.0636598050117	222.0636598050117	48.255342470702686	48.255342470702686	206.098000	85.722100	0.859726	0.048725	9	-0.048700	-0.001560	0.015094	3	0.015093	0.000131	0.003185	6	-0.000801	0.003082
7612	7616			0	0	0		222.0636598050117	222.0636598050117	48.0783592888273	48.0783592888273	206.099000	85.718000	0.861969	0.065929	9	-0.065917	-0.001267	0.006679	3	0.006675	0.000227	0.001308	9	-0.001308	0.000019
7616	7620			0	0	0		222.0636598050117	222.0636598050117	51.357977971002626	51.357977971002626	206.088000	85.718000	0.865562	0.001635	10	-0.001433	-0.000787	0.016859	3	0.016857	0.000254	0.000038	4	0.000036	0.000012
7620	7624			0	0	0		252.54956128648325	252.54956128648325	52.63932080450087	52.63932080450087	206.078000	85.720700	0.871057	0.000885	10	-0.000833	-0.000297	0.000336	5	0.000156	0.000298	0.003032	12	0.000060	-0.003031
7624	7628			0	0	0		252.54956128648325	252.54956128648325	39.38557872642329	39.38557872642329	206.095000	85.715800	0.867822	0.001263	9	-0.001233	0.000272	0.023557	2	0.017037	-0.016268	0.003095	3	0.003094	-0.000068
7628	7632			0	0	0		252.54956128648325	252.54956128648325	55.08557464921033	55.08557464921033	206.067000	85.724100	0.876581	0.089061	2	0.063667	-0.062277	0.024804	2	0.023889	-0.006675	0.002115	5	0.001408	0.001578
7632	7636	Jerk		0	0	0		278.9444152702986	278.9444152702986	52.977810270607876	52.977810270607876	206.095000	85.727100	0.858126	0.122007	2	0.112583	-0.047018	0.022734	3	0.022718	0.000863	0.002360	7	-0.000789	0.002224
7636	7640	Jerk		0	0	0		278.9444152702986	278.9444152702986	50.56551224297765	50.56551224297765	206.092000	85.719700	0.863845	0.148569	3	0.145117	-0.031840	0.017602	4	0.016300	0.006645	0.001152	1	0.000416	-0.001075
7640	7644	Jerk		0	0	0		278.9444152702986	278.9444152702986	46.57310370467734	46.57310370467734	206.084000	85.719500	0.865403	0.163598	3	0.162883	-0.015280	0.024515	2	0.023619	-0.006566	0.003168	2	0.002436	-0.002026
7644	7648	Jerk		0	0	0		278.9444152702986	278.9444152702986	43.08092265534782	43.08092265534782	207.050000	84.780400	0.870097	0.239721	2	0.231300	-0.062980	0.038775	2	0.036619	-0.012751	0.004179	2	0.003859	-0.001605
7648	7652	Jerk		0	0	0	Smile	278.9444152702986	278.9444152702986	41.435515226048025	41.435515226048025	207.047000	85.717200	0.862803	0.343903	2	0.330000	-0.096795	0.051030	2	0.049203	-0.013532	0.003678	12	0.000898	-0.003567
7652	7656	Jerk		0	0	0	Smile	278.9444152702986	278.9444152702986	41.66718009496509	41.66718009496509	207.052000	85.715800	0.860785	0.462673	3	0.447783	-0.116432	0.049983	2	0.041706	-0.027548	0.002446	12	0.000023	-0.002446
7656	7660	Jerk		0	0	0	Smile	278.9444152702986	278.9444152702986	43.99713473391972	43.99713473391972	207.084000	85.732600	0.846918	0.533162	2	0.500150	-0.184693	0.049504	2	0.039124	-0.030331	0.003326	9	-0.003322	0.000172
7660	7664	Jerk		0	0	0	Smile	278.9444152702986	278.9444152702986	42.40318495674083	42.40318495674083	208.074000	84.777800	0.864348	0.594754	2	0.551883	-0.221713	0.034981	1	0.023573	-0.025845	0.004735	8	-0.003480	0.003212
7664	7665	Jerk		0	0	0	Smile	278.9444152702986	278.9444152702986	41.636515547500395	41.636515547500395	209.058000	84.741200	0.876354	0.674325	2	0.601500	-0.304815	0.029616	2	0.023348	-0.018220	0.008216	7	-0.005643	0.005971
7668	7672	Jerk		0	0	1	Smile	227.24770761692218	227.24770761692218	61.96253547719596	61.96253547719596	210.057000	84.704400	0.875336	0.709908	2	0.647450	-0.291167	0.017335	7	-0.005448	0.016456	0.012427	8	-0.009168	0.008388
7672	7676	Jerk		0	0	1	Smile	247.4334455904001	247.4334455904001	54.82925823514067	54.82925823514067	210.070000	83.728600	0.881579	0.659235	2	0.613050	-0.242407	0.046630	8	-0.034900	0.030925	0.007772	8	-0.007135	0.003082
7676	7680	Jerk		0	0	1	Smile	247.4334455904001	247.4334455904001	47.26346066013604	47.26346066013604	211.065000	83.699700	0.887909	0.522755	2	0.498883	-0.156168	0.064969	8	-0.054266	0.035724	0.004352	8	-0.003078	0.003076
7680	7684	Jerk		0	0	1	Smile	247.4334455904001	247.4334455904001	52.77350605648509	52.77350605648509	211.071000	83.677400	0.891146	0.400280	2	0.382867	-0.116778	0.067155	8	-0.051941	0.042568	0.001212	4	0.000945	0.000759
7684	7688	Jerk		0	0	1	Smile	229.6740916304772	229.6740916304772	60.250583960265956	60.250583960265956	212.025000	83.681900	0.900301	0.283567	3	0.283567	0.000467	0.067494	7	-0.045823	0.049555	0.004561	3	0.004550	-0.000318
7688	7692	Jerk		0	0	1	Smile	303.39478724647097	303.39478724647097	51.04861323986199	51.04861323986199	212.058000	83.701500	0.926408	0.247790	4	0.218833	0.116240	0.046970	7	-0.023281	0.040794	0.004640	1	0.001848	-0.004256
7692	7693	Jerk		0	0	1	Smile	303.39478724647097	303.39478724647097	50.696645626272876	50.696645626272876	212.073000	83.739100	0.932456	0.238409	4	0.184033	0.151560	0.036689	8	-0.032776	0.016486	0.007174	1	0.003621	-0.006193
7696	7700	Jerk		0	0	1	Smile	303.39478724647097	303.39478724647097	55.7039384175982	55.7039384175982	212.055000	83.731500	0.927139	0.207745	5	0.121250	0.168690	0.009947	8	-0.008420	0.005296	0.004723	1	0.002297	-0.004127
7700	7704	Jerk		0	0	1	Smile	303.39478724647097	303.39478724647097	58.01873242024576	58.01873242024576	212.071000	84.683500	0.926797	0.196008	5	0.102817	0.166877	0.018325	10	-0.017206	-0.006304	0.004661	1	0.002487	-0.003942
7704	7708	Jerk		0	0	1	Smile	303.39478724647097	303.39478724647097	50.139847438314796	50.139847438314796	212.094000	84.693000	0.930942	0.164793	5	0.069767	0.149297	0.016902	1	0.004967	-0.016155	0.003908	2	0.002803	-0.002722
7708	7712	Jerk		0	0	1	Smile	303.39478724647097	303.39478724647097	46.66899945212111	46.66899945212111	213.036000	84.703100	0.928759	0.154057	5	0.101067	0.116272	0.023207	12	0.005334	-0.022585	0.000945	11	-0.000520	-0.000790
7712	7716	Jerk		0	0	1	Smile	303.39478724647097	303.39478724647097	60.08704386600599	60.08704386600599	212.114000	84.710000	0.922757	0.135912	4	0.117200	0.068820	0.023604	12	0.001872	-0.023530	0.001662	7	-0.000848	0.001429
7716	7718	Jerk		0	0	1	Smile	245.09541369189847	245.09541369189847	38.4819898632088	38.4819898632088	213.034000	84.706300	0.928552	0.115409	3	0.115333	0.004187	0.017180	12	-0.002781	-0.016953	0.003094	6	-0.000798	0.002989
7720	7724	Jerk		0	0	0	Smile	245.09541369189847	245.09541369189847	29.819351255975242	29.819351255975242	212.113000	84.721400	0.926181	0.098744	3	0.098667	0.003898	0.005614	9	-0.005596	-0.000459	0.003095	6	-0.000396	0.003070
7724	7728	Jerk		0	0	0	Smile	245.09541369189847	245.09541369189847	23.911173979355212	23.911173979355212	213.059000	84.725100	0.922996	0.068010	3	0.067950	0.002853	0.005069	9	-0.005062	-0.000272	0.000166	8	-0.000159	0.000050
7728	7732	Jerk		0	0	0	Smile	245.09541369189847	245.09541369189847	23.91637059257361	23.91637059257361	213.063000	84.717600	0.924689	0.100201	3	0.100167	0.002613	0.000581	3	0.000565	-0.000135	0.000470	9	-0.000469	0.000022
7732	7736	Jerk		0	0	0	Smile	245.09541369189847	245.09541369189847	24.079725931065262	24.079725931065262	213.063000	84.714000	0.923850	0.055307	3	0.055250	0.002505	0.014406	9	-0.014406	-0.000161	0.000880	3	0.000879	0.000039
7736	7740	Jerk		0	0	0	Smile	245.09541369189847	245.09541369189847	23.58430847188879	23.58430847188879	213.073000	84.734800	0.918769	0.072033	3	0.072017	0.001538	0.010611	3	0.010611	-0.000009	0.004366	3	0.004363	0.000149
7740	7744	Jerk		0	0	0	Smile	245.09541369189847	245.09541369189847	25.01044895216743	25.01044895216743	213.084000	84.724400	0.919167	0.074020	3	0.073983	0.002317	0.007549	3	0.007499	0.000867	0.005561	4	0.004545	0.003204
7744	7748	Jerk		0	0	0	Smile	245.09541369189847	245.09541369189847	23.81354854864447	23.81354854864447	213.098000	84.731700	0.908787	0.122739	3	0.122617	0.005470	0.043705	4	0.039951	0.017721	0.010565	4	0.008428	0.006371
7748	7752	Jerk		0	0	0	Smile	245.09541369189847	245.09541369189847	23.991497104882384	23.991497104882384	213.109000	84.732200	0.909551	0.232257	4	0.221200	0.070808	0.070991	4	0.057172	0.042083	0.018092	5	0.011197	0.014211
7752	7756			0	0	0	Smile	245.09541369189847	245.09541369189847	22.522790789476442	22.522790789476442	213.133000	84.729500	0.909414	0.399033	4	0.352267	0.187445	0.144596	4	0.104238	0.100212	0.018866	5	0.009217	0.016461
7756	7760			0	0	0	Smile	245.09541369189847	245.09541369189847	39.60228025698888	39.60228025698888	214.087000	84.742600	0.893529	0.787662	4	0.631033	0.471390	0.191863	5	0.122713	0.147488	0.010063	6	0.000045	0.010063
7760	7764	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	32.59860485366506	32.59860485366506	214.098000	84.778900	0.870748	1.188288	4	0.876783	0.802047	0.186628	5	0.100214	0.157439	0.007374	9	-0.007365	-0.000371
7764	7768	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	32.35862177844937	32.35862177844937	215.102000	85.734500	0.846680	1.483730	5	1.013617	1.083530	0.152662	5	0.068036	0.136663	0.016021	10	-0.011882	-0.010746
7768	7772	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	31.801198833665456	31.801198833665456	216.099000	86.762700	0.813542	1.703359	5	1.101550	1.299238	0.097585	5	0.031224	0.092455	0.023137	11	-0.009645	-0.021031
7772	7776	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	33.948954182184224	33.948954182184224	219.061000	89.758500	0.838587	1.818752	5	1.122900	1.430718	0.024298	5	0.015207	0.018951	0.016671	12	-0.000513	-0.016663
7776	7780	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	34.77459731480546	34.77459731480546	220.049000	91.728100	0.911345	1.846272	5	1.204200	1.399508	0.039703	3	0.038528	-0.009586	0.011238	12	-0.000575	-0.011223
7780	7784	HeadForward		0	0	1	Smile	245.09541369189847	245.09541369189847	40.658045901623154	40.658045901623154	220.139000	92.732300	0.930112	1.926794	5	1.320950	1.402722	0.038833	1	0.014071	-0.036194	0.007643	11	-0.002320	-0.007282
7784	7788	HeadForward		0	0	1	Smile	245.09541369189847	245.09541369189847	45.70740564297223	45.70740564297223	221.152000	93.745200	0.879242	1.867519	5	1.305567	1.335337	0.059180	12	0.004804	-0.058984	0.005057	10	-0.003744	-0.003400
7788	7792	HeadForward		0	0	1	Smile	245.09541369189847	245.09541369189847	46.7253971514282	46.7253971514282	222.134000	94.738400	0.841262	1.680050	4	1.236600	1.137272	0.075799	12	-0.015633	-0.074169	0.008403	9	-0.008200	-0.001838
7792	7796	HeadForward		0	0	1	Smile	245.09541369189847	245.09541369189847	45.41497880326023	45.41497880326023	224.091000	94.783900	0.803358	1.566573	4	1.215683	0.988062	0.071764	11	-0.029685	-0.065337	0.012204	9	-0.012122	0.001414
7796	7820	HeadForward		0	0	1	Smile	245.09541369189847	245.09541369189847	45.64493877976173	45.64493877976173	227.110000	97.765200	0.839739	1.414518	4	1.127850	0.853707	0.102743	10	-0.082660	-0.061021	0.017145	9	-0.016853	-0.003156
7800	7842	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	33.731587817381744	33.731587817381744	227.126000	98.758300	0.865308	1.179860	4	0.911600	0.749037	0.150487	10	-0.131007	-0.074051	0.010111	10	-0.009494	-0.003477
7804	7842	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	33.731587817381744	33.731587817381744	228.082000	98.768800	0.885206	0.891048	4	0.647117	0.612542	0.162861	10	-0.140824	-0.081807	0.002688	3	0.002684	0.000137
7808	7842	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	33.731587817381744	33.731587817381744	228.096000	98.758400	0.895770	0.578212	5	0.350983	0.459500	0.147912	10	-0.123529	-0.081354	0.011626	4	0.010913	0.004010
7812	7842	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	33.731587817381744	33.731587817381744	228.116000	98.769200	0.905698	0.255802	5	0.118400	0.226752	0.103617	10	-0.075578	-0.070883	0.016699	4	0.015037	0.007263
7816	7842	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	33.731587817381744	33.731587817381744	228.094000	99.719500	0.895469	0.174384	5	0.068067	0.160552	0.033175	10	-0.024026	-0.022877	0.012548	4	0.011134	0.005786
7820	7842	HeadForward		0	0	0	Smile	245.09541369189847	245.09541369189847	33.731587817381744	33.731587817381744	228.093000	99.722800	0.892095	0.144765	6	0.003550	0.144722	0.036336	11	-0.016744	-0.032248	0.004188	2	0.003214	-0.002685
7824	7860	HeadForward		0	0	1		245.09541369189847	245.09541369189847	45.94141866210401	45.94141866210401	228.126000	99.727500	0.908478	0.049794	6	0.004000	0.049633	0.045701	12	0.000380	-0.045699	0.008251	2	0.006157	-0.005493
7828	7860	HeadForward		0	0	1		245.09541369189847	245.09541369189847	45.94141866210401	45.94141866210401	228.131000	99.722300	0.904303	0.047201	12	0.005467	-0.046883	0.065812	12	0.017008	-0.063576	0.004302	12	0.000022	-0.004302
7832	7860	HeadForward		0	0	1		245.09541369189847	245.09541369189847	45.94141866210401	45.94141866210401	228.101000	99.728500	0.898676	0.221207	1	0.069933	-0.209862	0.075242	12	0.007033	-0.074912	0.011656	12	-0.001808	-0.011515
7836	7860	HeadForward		0	0	1		245.09541369189847	245.09541369189847	45.94141866210401	45.94141866210401	228.116000	99.733500	0.909099	0.348589	12	0.053717	-0.344425	0.123174	12	-0.001760	-0.123161	0.009921	12	-0.002507	-0.009599
7840	7860	HeadForward		0	0	1		245.09541369189847	245.09541369189847	45.94141866210401	45.94141866210401	228.143000	98.775300	0.906945	0.693075	12	0.034783	-0.692202	0.149584	12	-0.008059	-0.149366	0.005493	10	-0.005293	-0.001469
7844	7860	HeadForward		0	0	1		245.09541369189847	245.09541369189847	45.94141866210401	45.94141866210401	228.156000	98.768500	0.905103	0.993320	12	0.016167	-0.993188	0.128360	12	-0.028773	-0.125094	0.006989	7	-0.004439	0.005397
7848	7860	HeadForward		0	0	1		245.09541369189847	245.09541369189847	45.94141866210401	45.94141866210401	229.091000	97.760600	0.882991	1.167300	12	-0.067983	-1.165318	0.108441	11	-0.037498	-0.101752	0.012045	6	-0.001553	0.011945
7852	7860	HeadForward		0	0	1		245.09541369189847	245.09541369189847	45.94141866210401	45.94141866210401	228.152000	96.746800	0.867817	1.341155	12	-0.139233	-1.333908	0.070299	11	-0.035536	-0.060656	0.018818	6	-0.001045	0.018789
7856	7860	HeadForward		0	0	1		245.09541369189847	245.09541369189847	45.94141866210401	45.94141866210401	228.127000	92.801300	0.905048	1.416187	12	-0.192433	-1.403052	0.041431	9	-0.041334	0.002822	0.021481	6	0.002050	0.021383
7860	7864	HeadForward		0	0	1		245.09541369189847	245.09541369189847	44.7525031188356	44.7525031188356	228.099000	91.766900	0.920200	1.399778	12	-0.291200	-1.369153	0.069896	7	-0.031034	0.062629	0.013397	5	0.005212	0.012342
7864	7868	HeadForward		0	0	1		245.09541369189847	245.09541369189847	35.72261294627901	35.72261294627901	227.103000	91.716100	0.883891	1.223275	11	-0.355217	-1.170565	0.088679	6	-0.009600	0.088157	0.003331	6	0.000434	0.003303
7868	7870	HeadForward		0	0	1		245.09541369189847	245.09541369189847	28.5050832327306	28.5050832327306	227.077000	89.759900	0.836169	1.066592	11	-0.306450	-1.021620	0.080028	6	-0.016739	0.078258	0.008489	10	-0.006802	-0.005078
7872	7876	HeadForward		0	0	1		245.09541369189847	245.09541369189847	40.616421222246935	40.616421222246935	227.073000	88.753200	0.824530	0.936921	11	-0.418783	-0.838118	0.089409	8	-0.063908	0.062527	0.012740	10	-0.010508	-0.007204
7876	7880	HeadForward		0	0	1		245.09541369189847	245.09541369189847	41.874227586746464	41.874227586746464	226.095000	88.751500	0.814524	0.997898	11	-0.596367	-0.800092	0.084336	8	-0.080348	0.025625	0.005127	11	-0.002011	-0.004716
7880	7884	HeadForward		0	0	1		245.09541369189847	245.09541369189847	39.53608517963511	39.53608517963511	226.088000	88.724400	0.810618	1.042771	10	-0.742267	-0.732402	0.081925	8	-0.068970	0.044213	0.005877	4	0.005291	0.002557
7884	7892	HeadForward		0	0	1		245.09541369189847	245.09541369189847	31.767694414468455	31.767694414468455	226.094000	86.728600	0.822852	1.030113	10	-0.858583	-0.569182	0.066021	7	-0.045256	0.048069	0.009872	4	0.008898	0.004276
7888	7896	HeadForward		0	0	1		245.09541369189847	245.09541369189847	41.078974086022306	41.078974086022306	224.102000	85.756200	0.825580	1.028920	10	-0.880833	-0.531798	0.050532	6	-0.011317	0.049248	0.011205	3	0.011160	-0.001008
7892	7896	HeadForward		0	0	1		245.09541369189847	245.09541369189847	41.078974086022306	41.078974086022306	222.142000	85.758300	0.840204	0.969991	10	-0.868033	-0.432898	0.048885	6	0.012281	0.047317	0.010217	3	0.010199	0.000608
7896	7899	HeadForward		0	0	1		245.09541369189847	245.09541369189847	30.697734291922334	30.697734291922334	221.156000	85.735500	0.867939	0.950758	10	-0.885433	-0.346335	0.066096	5	0.035804	0.055559	0.005066	2	0.004835	-0.001511
7900	7904	HeadForward		0	0	0		245.09541369189847	245.09541369189847	24.250982071601058	24.250982071601058	221.109000	85.724100	0.892470	0.812522	9	-0.788633	-0.195577	0.071140	4	0.053629	0.046742	0.005945	12	-0.000541	-0.005920
7904	7908	HeadForward		0	0	0		245.09541369189847	245.09541369189847	21.330491323897412	21.330491323897412	221.054000	84.783800	0.906669	0.657187	9	-0.640617	-0.146645	0.045174	4	0.043303	0.012867	0.008892	11	-0.005774	-0.006762
7908	7912	HeadForward		0	0	0		245.09541369189847	245.09541369189847	22.361747260332518	22.361747260332518	220.079000	85.720900	0.891741	0.607615	9	-0.589767	-0.146190	0.013459	4	0.012631	0.004650	0.006536	9	-0.006524	-0.000391
7912	7916			0	0	0		245.09541369189847	245.09541369189847	26.32660103188617	26.32660103188617	219.100000	84.779900	0.887320	0.601279	9	-0.587167	-0.129505	0.012422	6	0.001455	0.012336	0.002746	8	-0.002020	0.001860
7916	7920			0	0	0		245.09541369189847	245.09541369189847	25.75964167327903	25.75964167327903	219.073000	84.783800	0.874624	0.591761	9	-0.583617	-0.097842	0.016378	6	0.001247	0.016330	0.001130	4	0.000987	0.000549
