start	end	M6:HeadMovement	M6:janej	M6:yes	M6:no	M6:word01	M6:Face	M6:pitch	F1:pitch	M6:intensity	F1:intensity	M6:x-pos	M6:y-pos	M6:weight	M6:velocity-r	M6:velocity-clock	M6:velocity-x	M6:velocity-y	M6:acceleration-r	M6:acceleration-clock	M6:acceleration-x	M6:acceleration-y	M6:jerk-r	M6:jerk-clock	M6:jerk-x	M6:jerk-y
13760	13764			0	0	1		198.60040360522004	177.0346657549548	44.85104938964283	44.75386663775028	213.741000	84.649200	0.854013	0.097003	9	-0.095283	0.018187	0.034580	4	0.028328	0.019832	0.003618	5	0.002259	0.002826
13764	13768			0	0	1		198.60040360522004	177.0346657549548	44.765280663299194	42.16231191566146	213.750000	85.617400	0.850570	0.073274	7	-0.032700	0.065573	0.023035	4	0.021351	0.008646	0.003218	1	0.001928	-0.002577
13768	13772			0	0	1		198.60040360522004	177.0346657549548	32.61041982698074	42.75039756005937	213.740000	85.617000	0.840231	0.044048	7	-0.030250	0.032018	0.030907	3	0.030869	0.001516	0.006719	12	-0.000318	-0.006711
13772	13776			0	0	1		176.6863344641048	177.0346657549548	53.88804263936005	51.08301475402831	213.756000	86.570400	0.845555	0.092216	5	0.046967	0.079360	0.034059	2	0.029526	-0.016977	0.007877	11	-0.003126	-0.007230
13776	13780			0	0	1		188.22464946759095	187.15872025443483	53.15175585817809	50.93837387233728	214.688000	85.618900	0.863032	0.125922	3	0.125917	-0.001182	0.053691	1	0.017249	-0.050845	0.010022	10	-0.007906	-0.006159
13780	13784			0	0	1		187.35586978378095	197.51864812943438	47.2287965402314	46.500254086897954	214.672000	86.569600	0.855417	0.192244	1	0.124517	-0.146470	0.061403	11	-0.021983	-0.057333	0.005478	8	-0.004655	0.002888
13784	13788			0	0	1		186.96957619191627	197.51864812943438	47.2287965402314	46.500254086897954	213.755000	85.618300	0.849485	0.215437	12	0.046817	-0.210288	0.031997	11	-0.017629	-0.026703	0.012453	6	0.000852	0.012423
13788	13792			0	0	1		186.96957619191627	197.51864812943438	30.78712338026373	37.904006447812165	214.677000	85.596900	0.860768	0.259247	12	0.030033	-0.257502	0.016749	8	-0.012089	0.011593	0.010997	6	0.002509	0.010707
13792	13795			0	0	1		186.96957619191627	197.51864812943438	28.149824650002166	28.156317926142137	214.698000	84.646400	0.878408	0.144829	12	-0.000267	-0.144828	0.045383	6	-0.002911	0.045289	0.011097	5	0.003027	0.010676
13796	13800			0	0	0		186.96957619191627	197.51864812943438	17.925551156643426	20.215964305025416	214.672000	84.635200	0.868661	0.100639	1	0.032133	-0.095372	0.063211	6	0.010979	0.062250	0.004107	5	0.001853	0.003665
13800	13804			0	0	0		186.96957619191627	197.51864812943438	16.498883233593926	18.025403243828844	213.749000	84.643500	0.857318	0.115648	5	0.062167	0.097518	0.079083	6	0.004146	0.078974	0.001777	10	-0.001636	-0.000694
13804	13808			0	0	0		186.96957619191627	197.51864812943438	16.64317925421927	18.466588101813027	214.675000	84.649600	0.857895	0.212095	6	0.015450	0.211532	0.051968	6	-0.006375	0.051576	0.009402	12	-0.001034	-0.009345
13808	13812			0	0	0		186.96957619191627	197.51864812943438	20.854719926823847	30.157334944671845	214.686000	85.614300	0.866820	0.307467	6	0.030933	0.305907	0.027358	6	0.006681	0.026530	0.013111	12	0.001043	-0.013070
13812	13816		ja	1	0	1		186.96957619191627	197.51864812943438	20.854719926823847	30.157334944671845	214.694000	85.616400	0.867016	0.309792	6	0.048183	0.306022	0.027695	12	0.001206	-0.027668	0.013126	12	-0.002139	-0.012950
13816	13820		ja	1	0	1		186.96957619191627	197.51864812943438	49.65034318701403	50.059600090524555	214.680000	86.578900	0.863173	0.216324	5	0.062517	0.207093	0.052932	12	-0.006500	-0.052531	0.009366	12	-0.001684	-0.009213
13820	13824		ja	1	0	1		188.134346012449	183.89638571431564	53.25238068523688	55.10334325135076	214.677000	86.587200	0.856659	0.093408	6	0.001433	0.093397	0.080583	12	-0.016281	-0.078921	0.000479	12	0.000026	-0.000478
13824	13828		ja	1	0	1		174.25309182149172	179.09318793015058	51.73205734608261	47.68048996855242	214.688000	86.561600	0.867637	0.098953	12	0.000567	-0.098952	0.062007	12	-0.000034	-0.062007	0.003716	6	-0.000018	0.003716
13828	13832		ja	1	0	1		160.5121189421593	179.09318793015058	50.26266862757795	44.65841357671985	214.691000	86.577000	0.861257	0.147993	12	0.000700	-0.147992	0.047883	11	-0.016265	-0.045036	0.007715	6	-0.000014	0.007715
13832	13836		ja	1	0	1		177.1932168507863	179.09318793015058	47.87559386585198	41.691018320268256	214.678000	85.588000	0.861386	0.267694	12	-0.061033	-0.260643	0.028338	12	-0.006579	-0.027564	0.010893	6	0.001668	0.010764
13836	13840		ja	1	0	1		177.1932168507863	179.09318793015058	31.58641368156069	34.74217053878982	214.702000	85.594300	0.877269	0.278733	12	-0.046117	-0.274892	0.020912	6	0.001217	0.020877	0.014312	6	0.002254	0.014133
13840	13842		ja	1	0	1		177.1932168507863	179.09318793015058	31.58641368156069	34.74217053878982	214.686000	84.644600	0.876694	0.194987	12	-0.029667	-0.192717	0.059861	6	0.007076	0.059441	0.011466	6	0.002060	0.011279
13844	13848			0	0	0		177.1932168507863	179.09318793015058	20.610610829382946	26.037848296695763	214.690000	85.587100	0.869208	0.032955	11	-0.012167	-0.030627	0.092482	6	0.010875	0.091840	0.005113	6	0.001175	0.004976
13848	13852			0	0	0		177.1932168507863	179.09318793015058	17.236039808502838	21.52819040966172	213.753000	84.623500	0.865994	0.197054	6	0.005983	0.196963	0.092461	6	0.011885	0.091694	0.003362	12	0.000011	-0.003362
13852	13856			0	0	0		177.1932168507863	179.09318793015058	18.592711696526074	23.60704536426383	214.685000	84.648200	0.873248	0.325886	6	0.022117	0.325135	0.062143	6	0.010712	0.061213	0.010246	12	-0.001248	-0.010170
13856	13860			0	0	0		177.1932168507863	179.09318793015058	18.592711696526074	23.60704536426383	214.713000	85.601500	0.872826	0.425125	6	0.040533	0.423188	0.032832	6	0.006925	0.032094	0.014855	12	-0.002183	-0.014694
13860	13864			0	0	0		177.1932168507863	179.09318793015058	22.13692761985525	31.405471218090195	214.724000	86.585800	0.868340	0.412881	6	0.054983	0.409203	0.025700	12	0.000147	-0.025699	0.015534	12	-0.002515	-0.015329
13864	13868			0	0	0		177.1932168507863	179.09318793015058	28.038077841345498	38.26454174951386	214.739000	87.555100	0.884368	0.365874	6	0.067767	0.359543	0.051860	12	-0.008122	-0.051220	0.006380	11	-0.001726	-0.006142
13868	13872			0	0	0		177.1932168507863	179.09318793015058	27.196758586664004	36.44383267798464	214.737000	87.544600	0.879526	0.212841	6	0.002117	0.212830	0.070927	12	-0.017805	-0.068656	0.004573	12	0.000030	-0.004573
13872	13876			0	0	0		177.1932168507863	179.09318793015058	22.262992764035182	31.475510642333386	214.756000	87.574100	0.883614	0.098030	6	-0.000233	0.098030	0.072996	12	-0.001288	-0.072984	0.005716	5	0.003134	0.004780
13876	13880			0	0	0		177.1932168507863	179.09318793015058	51.48745823620622	44.870863137285006	214.730000	87.575600	0.878401	0.049142	12	-0.001950	-0.049103	0.048384	12	-0.000698	-0.048379	0.009366	6	0.000307	0.009361
13880	13884			0	0	0		177.227473280181	213.82288690522086	46.19108690699994	55.51974940118469	214.711000	86.595100	0.865392	0.130870	12	-0.003500	-0.130823	0.018407	12	0.000289	-0.018405	0.008306	6	0.000158	0.008305
13884	13888			0	0	0		205.7107057942057	216.6047335404461	46.19108690699994	55.51974940118469	214.711000	86.595800	0.863939	0.130611	12	-0.001550	-0.130602	0.005394	6	0.000491	0.005372	0.004889	6	0.000112	0.004888
13888	13889			0	0	0		261.51499914955053	222.54417748982925	38.373629755378985	48.07837606099422	214.735000	87.536700	0.867869	0.116185	12	-0.001650	-0.116173	0.011199	6	0.000761	0.011173	0.001001	6	0.000012	0.001001
13892	13896			0	0	0		261.51499914955053	269.18231289594326	37.05545135411371	48.02711729497563	214.722000	86.582200	0.869950	0.083316	12	0.001367	-0.083305	0.014357	6	0.000903	0.014328	0.000221	12	-0.000023	-0.000220
13896	13900			0	0	0		261.51499914955053	287.26882370344754	38.12607313465226	48.21365186227064	214.713000	86.578200	0.869747	0.032692	12	0.002700	-0.032580	0.010618	6	0.000473	0.010607	0.001188	12	-0.000126	-0.001181
13900	13904			0	0	0		261.51499914955053	287.26882370344754	35.65145531227778	49.35073400053025	214.744000	86.593800	0.871036	0.048948	12	0.003200	-0.048843	0.000829	12	0.000096	-0.000824	0.000887	12	-0.000021	-0.000887
13904	13908			0	0	0		261.51499914955053	287.26882370344754	27.984132848120908	40.28085918283259	214.717000	86.579700	0.861453	0.063563	12	0.002717	-0.063505	0.007146	6	0.000270	0.007141	0.001643	6	0.000039	0.001642
13908	13912			0	0	0		261.51499914955053	260.35431588285115	50.572857115595625	59.7170088235493	214.735000	86.578200	0.868059	0.004532	3	0.004400	0.001085	0.016825	6	0.000524	0.016817	0.003034	6	-0.000038	0.003034
13912	13916			0	0	0		128.6904379635953	128.62534641234245	50.572857115595625	59.7170088235493	214.737000	86.595200	0.871159	0.005079	3	0.004983	0.000980	0.016871	6	-0.000062	0.016871	0.003121	12	-0.000260	-0.003110
13916	13920			0	0	0		201.4476553485105	129.28028746142775	48.10817193090855	57.91950372027371	214.750000	86.570900	0.870869	0.064742	6	0.003567	0.064643	0.006619	6	-0.001062	0.006533	0.001691	12	-0.000105	-0.001688
13920	13928			0	0	0		201.4476553485105	129.28028746142775	44.34270896704991	52.64129921070294	214.745000	86.588000	0.877326	0.048611	6	0.001417	0.048590	0.001259	11	-0.000717	-0.001035	0.002280	12	-0.000023	-0.002280
13924	13932			0	0	0		201.4476553485105	117.15902210133541	41.81458288885399	52.311888721440084	214.756000	86.598700	0.875384	0.032675	6	-0.000450	0.032672	0.007177	12	-0.001122	-0.007089	0.001980	12	0.000023	-0.001980
13928	13932			0	0	0		201.4476553485105	117.15902210133541	41.81458288885399	52.311888721440084	214.761000	86.586900	0.867272	0.015467	6	-0.001833	0.015358	0.010212	12	-0.000479	-0.010200	0.004228	12	0.000094	-0.004227
13932	13936			0	0	0		201.4476553485105	114.40389417641705	44.01167921866026	53.571967660245306	214.752000	87.549600	0.873371	0.002357	9	-0.002283	0.000583	0.028312	12	-0.000564	-0.028306	0.000215	3	0.000211	0.000042
13936	13940			0	0	0		201.4476553485105	113.58562070920757	44.06935827970793	53.79649810770189	214.712000	86.577200	0.871515	0.082114	12	-0.003633	-0.082033	0.017117	12	0.000485	-0.017110	0.000297	1	0.000154	-0.000254
13940	13944			0	0	0		201.4476553485105	113.67006281594702	44.06935827970793	53.79649810770189	214.742000	86.592700	0.876212	0.081664	12	-0.001767	-0.081645	0.022263	12	0.000571	-0.022255	0.004277	6	0.000038	0.004277
13944	13948			0	0	0		201.4476553485105	113.83759905988033	43.71845120088065	52.860226233935904	214.733000	86.576900	0.872585	0.144782	12	-0.000800	-0.144780	0.001137	1	0.000675	-0.000915	0.005919	6	-0.000072	0.005919
13948	13952			0	0	0		201.4476553485105	114.66699336707087	43.86884593480565	52.809799632968215	214.744000	86.593400	0.868685	0.128920	12	0.000600	-0.128918	0.018147	6	0.000228	0.018146	0.005030	6	-0.000163	0.005028
13952	13956			0	0	0		201.4476553485105	227.56358592204955	34.76535635119895	42.238459930817825	214.716000	85.605700	0.866423	0.031776	12	0.000750	-0.031767	0.034959	6	-0.000367	0.034957	0.001974	6	-0.000199	0.001964
13956	13960			0	0	0		201.4476553485105	227.56358592204955	34.76535635119895	42.238459930817825	214.762000	86.588100	0.872643	0.001850	9	-0.001850	0.000008	0.020316	6	-0.001100	0.020286	0.003161	12	-0.000083	-0.003160
13960	13964			0	0	0		201.4476553485105	227.56358592204955	42.2627948067187	50.769444420440976	214.739000	85.621900	0.868783	0.033073	6	-0.002983	0.032938	0.017834	6	-0.000622	0.017823	0.001980	12	0.000111	-0.001977
13964	13968			0	0	0		201.4476553485105	230.6702483114582	34.37624720376459	41.950764800737886	214.735000	86.577400	0.871070	0.063444	6	-0.004317	0.063297	0.011008	6	-0.000514	0.010996	0.006491	12	0.000084	-0.006490
13968	13972			0	0	0		201.4476553485105	230.6702483114582	26.298906789319144	28.741183967739765	214.721000	86.591000	0.871887	0.096470	6	-0.004200	0.096378	0.016889	12	-0.000093	-0.016889	0.003677	12	0.000164	-0.003673
13972	13976			0	0	0		201.4476553485105	230.6702483114582	25.475194939645167	36.00290123290316	214.722000	86.586200	0.870503	0.018054	11	-0.005800	-0.017097	0.022994	12	0.000192	-0.022994	0.000569	1	0.000149	-0.000549
13976	13980			0	0	0		201.4476553485105	221.0598796238752	33.954948770324606	43.36229145509034	214.709000	86.586400	0.864550	0.014613	6	-0.003033	0.014295	0.005697	12	0.001166	-0.005577	0.000636	6	0.000137	0.000621
13980	13984			0	0	0		201.4476553485105	221.0598796238752	37.406166979205054	47.17163434293995	214.709000	86.566000	0.862673	0.033279	12	-0.001267	-0.033255	0.027077	12	0.000831	-0.027064	0.002040	6	-0.000028	0.002040
13984	13988			0	0	0		201.4476553485105	201.74231653161834	37.406166979205054	47.17163434293995	214.711000	86.583500	0.869713	0.082501	12	0.000317	-0.082500	0.003782	5	0.000985	0.003652	0.005920	6	-0.000045	0.005920
13988	13992			0	0	0		201.4476553485105	180.66511569177305	38.53812597406362	48.18076180471397	214.712000	85.617300	0.865193	0.048594	12	0.002250	-0.048542	0.012696	6	0.000648	0.012679	0.002311	6	-0.000162	0.002305
13992	13996			0	0	0		201.4476553485105	169.3262984403277	35.8618008494777	46.607030996781134	214.719000	86.565200	0.868481	0.016789	12	0.003500	-0.016420	0.017278	6	0.000048	0.017278	0.000816	6	-0.000159	0.000800
13996	14000			0	0	0		201.4476553485105	170.7696481536804	36.12666527213258	43.21065533364229	214.722000	86.583100	0.866424	0.017404	6	0.002233	0.017260	0.017060	6	-0.000499	0.017052	0.000902	12	-0.000115	-0.000895
14000	14004			0	0	0		201.4476553485105	201.74713180594554	33.41026486225781	43.00907893894424	214.720000	85.603600	0.874374	0.048459	6	0.001033	0.048448	0.012283	6	-0.000552	0.012270	0.005405	12	-0.000101	-0.005404
14004	14008			0	0	0		201.4476553485105	201.74713180594554	32.94202467224542	42.194432256457965	214.739000	86.591200	0.867876	0.081046	6	0.000300	0.081045	0.013523	12	-0.000949	-0.013489	0.005919	12	0.000008	-0.005919
14008	14016			0	0	0		201.4476553485105	201.74713180594554	29.747314720936664	35.11797485544921	214.732000	86.569700	0.872725	0.031575	12	-0.002250	-0.031495	0.033968	12	-0.000696	-0.033961	0.000344	1	0.000094	-0.000331
14012	14020			0	0	0		201.4476553485105	201.74713180594554	23.831551182449378	26.1832616223024	214.713000	86.588700	0.869872	0.065049	12	-0.002800	-0.064988	0.004900	12	-0.000267	-0.004893	0.004754	6	0.000152	0.004751
14016	14020			0	0	0		201.4476553485105	201.74713180594554	23.831551182449378	26.1832616223024	214.715000	86.577400	0.861708	0.016813	12	-0.002850	-0.016570	0.000908	6	0.000157	0.000894	0.005696	6	0.000181	0.005693
14020	14024			0	0	0		201.4476553485105	201.74713180594554	20.26201376808931	23.004171648261025	214.721000	86.579500	0.862553	0.050226	12	-0.002667	-0.050155	0.016717	6	0.000730	0.016701	0.003100	6	0.000030	0.003100
14024	14032			0	0	0		201.4476553485105	201.74713180594554	20.40632265003842	23.554869138294325	214.695000	85.609200	0.858439	0.047452	6	0.000067	0.047452	0.028164	6	0.000585	0.028158	0.002577	6	0.000001	0.002577
14028	14036			0	0	0		201.4476553485105	201.74713180594554	20.451611661813462	22.032078082160048	214.712000	85.608000	0.861373	0.062313	6	0.000133	0.062313	0.020098	6	0.000431	0.020094	0.006425	12	-0.000082	-0.006424
14032	14036			0	0	0		201.4476553485105	201.74713180594554	20.451611661813462	22.032078082160048	214.714000	86.575000	0.861871	0.079007	6	0.000567	0.079005	0.006295	12	0.000184	-0.006292	0.008154	12	-0.000082	-0.008153
14036	14040			0	0	0		201.4476553485105	201.74713180594554	19.25958750221256	19.6874607804741	214.718000	86.567300	0.863512	0.031881	6	0.001250	0.031857	0.025945	12	0.000115	-0.025945	0.006823	12	-0.000021	-0.006823
14040	14044			0	0	0		201.4476553485105	201.74713180594554	19.25958750221256	19.6874607804741	214.732000	87.541600	0.872377	0.002336	2	0.002033	-0.001150	0.039523	12	0.000055	-0.039523	0.006171	12	-0.000099	-0.006171
14044	14048	Jerk	ja	1	0	1		201.4476553485105	201.74713180594554	19.637656166877115	19.216170697794514	214.699000	86.564900	0.861690	0.098182	12	0.001017	-0.098177	0.066345	12	-0.000660	-0.066342	0.000807	12	-0.000141	-0.000795
14048	14052	Jerk	ja	1	0	1		201.4476553485105	201.74713180594554	32.879559833712065	26.333080763694184	214.720000	86.567400	0.880835	0.258397	12	-0.000533	-0.258397	0.052594	12	-0.000793	-0.052588	0.007662	6	0.000015	0.007662
14052	14056	Jerk	ja	1	0	1		185.1301620121051	185.49880787481405	50.76049928733461	45.53140494477461	214.723000	85.618600	0.874191	0.321619	12	-0.002817	-0.321607	0.017553	12	-0.000640	-0.017541	0.010089	6	0.000089	0.010088
14056	14060	Jerk	ja	1	0	1		182.37438228198437	182.99073705042792	50.76049928733461	45.53140494477461	214.719000	85.588400	0.870355	0.353197	12	-0.003500	-0.353180	0.006745	6	-0.000047	0.006744	0.007262	6	0.000151	0.007261
14060	14064	Jerk	ja	1	0	1		182.37438228198437	182.99073705042792	33.22074744100364	32.32657252707082	214.724000	85.593200	0.874685	0.273236	12	-0.001483	-0.273232	0.033764	6	0.000465	0.033760	0.004791	6	0.000075	0.004791
14064	14068	Jerk	ja	1	0	1		182.37438228198437	182.99073705042792	43.40636559332496	37.52433029897335	214.702000	84.642800	0.875211	0.225480	12	-0.001550	-0.225475	0.029304	6	0.000071	0.029304	0.000581	12	-0.000015	-0.000581
14068	14072	Jerk	ja	1	0	1		177.7424550484209	203.35782784020276	49.18969073619395	42.771295191772715	214.686000	84.647900	0.866236	0.144453	12	-0.001383	-0.144447	0.032770	6	0.000311	0.032769	0.002787	6	0.000026	0.002787
14072	14077	Jerk	ja	1	0	1		177.7424550484209	203.35782784020276	41.58092417761544	37.16621433172386	214.698000	84.650300	0.871023	0.110833	12	-0.001317	-0.110825	0.039376	6	0.000185	0.039376	0.000832	6	-0.000062	0.000829
14076	14084	Jerk		0	0	1		177.7424550484209	203.35782784020276	32.63341474551102	35.02457095884205	214.716000	84.626000	0.889338	0.001352	9	-0.001333	0.000227	0.046915	6	0.000085	0.046915	0.003024	6	-0.000053	0.003023
14080	14084	Jerk		0	0	1		177.7424550484209	203.35782784020276	32.63341474551102	35.02457095884205	214.722000	84.635100	0.889893	0.112283	6	-0.000167	0.112283	0.055945	6	0.000114	0.055945	0.000754	12	-0.000044	-0.000752
14084	14088	Jerk		0	0	1		177.7424550484209	203.35782784020276	32.63341474551102	35.02457095884205	214.705000	84.648600	0.876106	0.208162	6	0.000133	0.208162	0.039573	6	-0.000274	0.039572	0.004442	12	-0.000070	-0.004442
14088	14092			0	0	1		177.7424550484209	203.35782784020276	29.930877975501716	30.949688945824274	214.696000	84.643800	0.874060	0.273626	6	-0.001167	0.273623	0.028368	6	-0.000528	0.028363	0.007839	12	0.000026	-0.007839
14092	14096			0	0	1		177.7424550484209	203.35782784020276	25.011136219796036	24.787055362645635	214.693000	85.599300	0.866448	0.306752	6	-0.002683	0.306740	0.006388	12	-0.000206	-0.006384	0.006746	12	0.000151	-0.006744
14096	14104			0	0	1		177.7424550484209	203.35782784020276	22.95809464215885	22.782271819679757	214.698000	85.611100	0.869375	0.242504	6	-0.002750	0.242488	0.016751	12	0.000488	-0.016744	0.005097	12	0.000029	-0.005097
14100	14108			0	0	1		177.7424550484209	203.35782784020276	17.067589730457364	20.007127856972986	214.706000	86.560900	0.870127	0.226682	6	-0.000483	0.226682	0.026805	12	0.000266	-0.026804	0.005644	12	-0.000024	-0.005644
14104	14108			0	0	1		177.7424550484209	203.35782784020276	17.067589730457364	20.007127856972986	214.703000	86.577800	0.866804	0.178873	6	-0.000767	0.178872	0.049459	12	0.000103	-0.049459	0.002605	12	-0.000130	-0.002602
14108	14112			0	0	1		177.7424550484209	203.35782784020276	41.1979284584541	48.859471425097176	214.689000	86.572100	0.863252	0.033624	6	-0.000400	0.033622	0.053152	12	-0.000439	-0.053150	0.001908	6	0.000017	0.001908
14112	14120			0	0	1		177.7424550484209	197.98025232580346	41.1979284584541	48.859471425097176	214.686000	85.622400	0.861744	0.047860	12	-0.002367	-0.047802	0.035162	12	-0.000065	-0.035162	0.005356	6	0.000085	0.005355
14116	14124			0	0	1		177.7424550484209	177.99839742602379	23.501646035588596	21.955472148286997	214.706000	86.586800	0.860452	0.127653	12	-0.001683	-0.127642	0.022535	12	0.000317	-0.022532	0.007874	6	0.000047	0.007874
14120	14124			0	0	1		177.7424550484209	177.99839742602379	23.501646035588596	21.955472148286997	214.685000	86.577800	0.856536	0.128214	12	-0.000350	-0.128213	0.017565	6	0.000325	0.017562	0.008682	7	-0.002986	0.008153
14124	14128			0	0	1		177.7424550484209	177.99839742602379	17.378652678609626	19.219912470277198	214.701000	85.604500	0.869198	0.048683	12	0.000117	-0.048683	0.034240	7	-0.016110	0.030214	0.003054	9	-0.003052	0.000088
14128	14132			0	0	1		177.7424550484209	177.99839742602379	18.018349107297972	19.31275570478818	214.671000	85.607700	0.852491	0.069451	8	-0.062200	0.030897	0.027245	8	-0.022963	0.014663	0.003190	1	0.001538	-0.002795
14132	14136			0	0	1		177.7424550484209	177.99839742602379	17.476482350868864	19.781100909830734	214.699000	85.618800	0.868563	0.114442	10	-0.109750	-0.032433	0.006133	10	-0.005781	-0.002047	0.000911	2	0.000855	-0.000315
14136	14140			0	0	1		177.7424550484209	177.99839742602379	16.886560085540015	18.510550104599442	214.699000	85.622500	0.861730	0.080344	9	-0.078750	-0.015925	0.024941	7	-0.008508	0.023444	0.001913	5	0.001041	0.001605
14140	14148			0	0	1		177.7424550484209	177.99839742602379	16.886560085540015	18.510550104599442	214.688000	86.568300	0.860595	0.135379	8	-0.109483	0.079630	0.019972	7	-0.007029	0.018694	0.006157	12	0.001559	-0.005956
14144	14152			0	0	1		177.7424550484209	177.99839742602379	16.282552524797758	18.045175224917745	213.760000	86.573800	0.852926	0.157399	8	-0.125817	0.094577	0.016310	12	-0.001443	-0.016246	0.007607	1	0.004915	-0.005806
14148	14152			0	0	1		177.7424550484209	177.99839742602379	16.282552524797758	18.045175224917745	213.753000	85.617700	0.845528	0.131184	9	-0.127883	0.029240	0.032451	1	0.021182	-0.024584	0.001982	2	0.001735	-0.000958
14152	14156			0	0	1		177.7424550484209	177.99839742602379	16.02982781641874	18.914147633537684	214.673000	85.608600	0.853800	0.060240	10	-0.050100	-0.033450	0.029948	1	0.017871	-0.024032	0.004344	6	-0.000630	0.004298
14156	14160			0	0	1		177.7424550484209	177.99839742602379	16.02982781641874	18.914147633537684	213.765000	86.561000	0.855099	0.100967	11	-0.032500	-0.095593	0.012735	3	0.012615	0.001739	0.005930	6	0.000533	0.005906
14160	14164			0	0	1		177.7424550484209	177.99839742602379	15.519517421775763	17.466903064458997	213.731000	86.564300	0.838560	0.015315	12	-0.000500	-0.015307	0.032928	5	0.019853	0.026270	0.010332	6	-0.000056	0.010332
14164	14168			0	0	1		177.7424550484209	177.99839742602379	15.652886560468595	15.776170546590514	213.740000	85.596000	0.845306	0.072657	5	0.030717	0.065845	0.057858	6	0.012175	0.056563	0.005380	6	-0.000570	0.005350
14168	14172			0	0	1		177.7424550484209	177.99839742602379	16.35051888588856	17.680048099789303	214.670000	85.618900	0.853989	0.200703	6	0.046383	0.195270	0.058325	5	0.017523	0.055631	0.001394	5	0.000866	0.001092
14172	14176	Nod		0	0	1		177.7424550484209	177.99839742602379	17.218101034485855	18.384326076084392	213.760000	85.622500	0.852303	0.303627	5	0.123917	0.277190	0.060744	5	0.022316	0.056497	0.002055	8	-0.001647	0.001229
14176	14178	Nod		0	0	1		177.7424550484209	177.99839742602379	17.406288984458122	17.79402473393175	213.755000	86.576700	0.848977	0.410327	5	0.127650	0.389967	0.065782	6	-0.000614	0.065779	0.009367	11	-0.004922	-0.007969
14180	14188	Nod		0	0	1		177.7424550484209	177.99839742602379	29.453592291803695	24.10464833875845	214.670000	86.584900	0.852457	0.543921	6	0.110917	0.532492	0.019697	7	-0.006691	0.018526	0.016160	11	-0.004718	-0.015456
14184	14192	Nod		0	0	1		177.7424550484209	177.99839742602379	20.43072583169156	22.173882192514064	214.673000	88.506900	0.863300	0.489158	6	0.079467	0.482660	0.043329	11	-0.025080	-0.035333	0.017132	12	-0.001006	-0.017102
14188	14192	Nod		0	0	1		177.7424550484209	177.99839742602379	20.43072583169156	22.173882192514064	214.681000	88.528000	0.880707	0.389170	6	0.047567	0.386252	0.079650	12	-0.011668	-0.078791	0.015507	12	0.000754	-0.015489
14192	14196	Nod		0	0	1		177.7424550484209	177.99839742602379	33.23357328942872	28.15150558689407	214.711000	88.530200	0.890517	0.178470	6	0.018650	0.177493	0.131722	12	-0.021753	-0.129914	0.007356	12	0.000502	-0.007338
14196	14199	Nod		0	0	1		177.7424550484209	177.99839742602379	17.630452210302273	19.6982140739505	214.683000	89.464600	0.893045	0.118110	12	-0.028933	-0.114512	0.129159	12	-0.010049	-0.128768	0.008593	5	0.004893	0.007064
14200	14204	Nod		0	0	0		177.7424550484209	177.99839742602379	18.005963370992873	19.524696294063084	214.689000	88.514700	0.877609	0.388417	12	-0.014267	-0.388155	0.088454	12	0.009714	-0.087919	0.015574	5	0.004151	0.015010
14204	14208	Nod		0	0	0		177.7424550484209	177.99839742602379	14.321686020629564	16.92855211201162	213.757000	88.517100	0.868947	0.421001	12	0.001967	-0.420997	0.023088	1	0.011186	-0.020197	0.022408	6	0.000198	0.022407
14208	14212	Nod		0	0	0		177.7424550484209	177.99839742602379	17.85782497519758	19.869692091047558	214.711000	87.551900	0.873578	0.420272	12	0.018067	-0.419883	0.035384	5	0.010811	0.033692	0.016407	6	-0.001002	0.016376
14212	14213			0	0	0		177.7424550484209	177.99839742602379	17.85782497519758	19.869692091047558	214.675000	85.592800	0.856243	0.321836	12	0.037600	-0.319632	0.074123	6	0.007594	0.073733	0.014088	6	-0.001986	0.013947
14216	14224			0	0	1		177.7424550484209	177.99839742602379	52.33927758182439	47.10675947134458	214.695000	85.612000	0.862231	0.138537	1	0.053300	-0.127873	0.115752	6	0.001220	0.115745	0.002878	8	-0.002354	0.001655
14220	14224			0	0	1		177.7424550484209	177.99839742602379	52.33927758182439	47.10675947134458	214.721000	86.578300	0.870446	0.105826	5	0.068367	0.080778	0.086253	6	-0.006490	0.086008	0.011369	12	-0.001702	-0.011240
14224	14228			0	0	1		177.7424550484209	177.99839742602379	57.57422075036915	52.73835696540458	214.721000	86.579100	0.868756	0.227830	6	0.006150	0.227747	0.055660	7	-0.016386	0.053193	0.015003	12	-0.000135	-0.015002
14228	14232			0	0	1		195.29119689476116	193.5964089752897	50.04503510966736	45.26281843017738	214.745000	87.576200	0.878768	0.309159	6	0.007567	0.309067	0.001351	11	-0.000521	-0.001247	0.016417	12	0.002831	-0.016171
14232	14236			0	0	1		193.4917830593707	193.86569734740806	58.47287914280563	52.850087042569086	214.731000	87.542300	0.871958	0.226784	6	0.004217	0.226745	0.050320	12	-0.001502	-0.050297	0.008722	12	-0.000136	-0.008721
14236	14240			0	0	1		194.73957212980042	193.70178826457285	49.83675101272958	45.90141138368555	214.726000	88.502500	0.885303	0.112748	6	0.000850	0.112745	0.050761	12	-0.001309	-0.050744	0.002341	6	0.000134	0.002337
