start	end	F3:HeadMovement	F3:janej	F3:yes	F3:no	F3:word01	F3:Face	F3:pitch	F6:pitch	F3:intensity	F6:intensity	F3:x-pos	F3:y-pos	F3:weight	F3:velocity-r	F3:velocity-clock	F3:velocity-x	F3:velocity-y	F3:acceleration-r	F3:acceleration-clock	F3:acceleration-x	F3:acceleration-y	F3:jerk-r	F3:jerk-clock	F3:jerk-x	F3:jerk-y
7940	7944			0	0	0	Smile	257.97208919932797	77.50259635064499	14.280633903929443	10.660607090474288	206.862000	97.292900	0.910018	0.436323	3	0.435067	0.033088	0.072889	8	-0.068699	0.024357	0.005627	7	-0.003640	0.004291
7944	7948			0	0	0	Smile	257.97208919932797	77.50259635064499	13.695201167307186	19.315220028586108	206.863000	97.292600	0.906692	0.281433	4	0.257700	0.113117	0.083423	8	-0.071183	0.043502	0.015208	6	0.002728	0.014961
7948	7952	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	13.403433268335533	14.243203461843223	206.881000	97.301500	0.922786	0.306696	5	0.180883	0.247677	0.118880	7	-0.044685	0.110162	0.016049	5	0.006824	0.014526
7952	7956	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	11.181418416192848	9.359260574989053	206.882000	97.311600	0.923684	0.535553	6	0.070567	0.530883	0.141665	7	-0.039385	0.136080	0.009047	5	0.004384	0.007914
7956	7960	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	11.315814560209425	10.98249431778977	206.876000	97.330500	0.936425	0.840243	6	0.008517	0.840200	0.153947	6	-0.016110	0.153101	0.006708	2	0.005952	-0.003093
7960	7968	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	19.145547807862187	21.1735130626895	206.898000	98.277400	0.943703	1.097713	6	0.008717	1.097678	0.108951	6	-0.000368	0.108951	0.019277	12	0.002871	-0.019062
7964	7972	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	35.45855818654164	40.26105139915192	206.929000	99.327300	0.909834	1.224200	6	0.007017	1.224180	0.037770	6	-0.000565	0.037766	0.032706	12	-0.000071	-0.032706
7968	7972	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	35.45855818654164	40.26105139915192	206.920000	103.228000	0.891022	1.220218	6	0.006650	1.220200	0.075237	12	-0.000583	-0.075235	0.038741	12	-0.000087	-0.038741
7972	7976	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	36.641975628406634	38.835100704453566	206.919000	104.190000	0.910286	0.959553	6	0.005567	0.959537	0.192696	12	-0.001146	-0.192693	0.027660	12	0.000001	-0.027660
7976	7980	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	31.83586532970695	36.502730747694486	206.933000	105.134000	0.925538	0.472495	6	0.001850	0.472492	0.247057	12	-0.000913	-0.247055	0.009727	12	0.000071	-0.009727
7980	7984	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	34.01839844362508	36.559922994596164	206.921000	105.130000	0.920487	0.003137	1	0.000850	-0.003020	0.245586	12	-0.000460	-0.245585	0.009631	6	0.000190	0.009629
7984	7988	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	26.05749436550675	29.364845931960218	206.933000	105.121000	0.919664	0.504601	12	0.000967	-0.504600	0.197268	12	0.000269	-0.197267	0.025674	6	0.002983	0.025500
7988	7992	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	18.266971974456215	15.935645674084151	206.934000	103.213000	0.889282	0.760512	12	0.001717	-0.760510	0.087540	12	0.015839	-0.086095	0.032395	6	0.002872	0.032267
7992	7996	Nod		0	0	0	Smile	257.97208919932797	77.50259635064499	20.997257666157978	19.725537279519802	206.915000	101.269000	0.886369	0.873596	12	0.061483	-0.871430	0.024988	2	0.022125	-0.011615	0.023400	6	-0.001617	0.023345
7996	8000	Nod		0	0	0	Laughter	257.97208919932797	77.50259635064499	15.848874549055441	13.777663310950237	206.938000	101.243000	0.893135	0.828693	12	0.107083	-0.821745	0.055797	6	0.005162	0.055558	0.017536	6	-0.003680	0.017146
8000	8004	Nod		0	0	0	Laughter	257.97208919932797	77.50259635064499	12.604307851328079	8.774738068276557	206.926000	100.281000	0.902595	0.680776	12	0.075650	-0.676560	0.093069	6	-0.007483	0.092768	0.010552	7	-0.004015	0.009759
8004	8006	Nod		0	0	0	Laughter	257.97208919932797	77.50259635064499	15.814732714200694	14.847675530739782	206.946000	99.328600	0.918015	0.437401	12	0.046283	-0.434945	0.120297	6	-0.015992	0.119230	0.003016	9	-0.002923	0.000742
8008	8012		ja	1	0	1	Laughter	257.97208919932797	77.50259635064499	25.624608739828417	26.159717187179577	207.839000	99.326100	0.914355	0.194283	12	0.015717	-0.193647	0.097791	6	-0.020397	0.095641	0.010459	12	-0.001050	-0.010407
8012	8016		ja	1	0	1	Laughter	257.97208919932797	77.50259635064499	36.01290537246422	30.650851992916074	207.839000	99.339200	0.902362	0.066813	12	-0.016217	-0.064815	0.055626	7	-0.020357	0.051767	0.010812	12	0.001087	-0.010757
8016	8020		ja	1	0	1	Laughter	257.97208919932797	77.50259635064499	42.001544483615746	46.653153321280065	206.925000	99.328000	0.915966	0.048310	8	-0.045617	0.015907	0.035942	7	-0.015753	0.032306	0.009322	1	0.002974	-0.008835
8020	8024		ja	1	0	1	Laughter	257.97208919932797	77.50259635064499	36.81746896487269	41.451119758019345	206.942000	99.335200	0.912998	0.089939	8	-0.076483	0.047322	0.007475	9	-0.007436	-0.000762	0.012988	1	0.003963	-0.012369
8024	8026		ja	1	0	1	Laughter	257.97208919932797	77.50259635064499	25.770842952183525	32.961799633945105	206.925000	100.269000	0.907311	0.106787	9	-0.106033	0.012663	0.039212	12	0.005508	-0.038823	0.008220	1	0.003700	-0.007341
8028	8032			0	0	0	Laughter	257.97208919932797	77.50259635064499	35.00963531218778	38.40831417497884	206.926000	100.276000	0.904276	0.104619	11	-0.060650	-0.085245	0.050842	1	0.022094	-0.045790	0.003637	1	0.001573	-0.003280
8032	8035			0	0	0	Laughter	257.97208919932797	77.50259635064499	47.46460281782437	37.199624691798284	206.938000	99.338600	0.915874	0.166921	12	-0.000450	-0.166920	0.058403	1	0.015977	-0.056176	0.003181	8	-0.003027	0.000979
8036	8040			0	0	0	Laughter	257.97208919932797	77.50259635064499	44.69398095148483	34.37306935301305	206.931000	99.325400	0.919177	0.294208	12	-0.000183	-0.294208	0.046963	12	-0.000675	-0.046959	0.006446	7	-0.003069	0.005668
8040	8044			0	0	0	Laughter	257.97208919932797	77.50259635064499	35.60213771020553	30.962579986848183	206.927000	99.285900	0.947528	0.388901	12	-0.002150	-0.388895	0.022237	12	-0.001007	-0.022214	0.008687	6	-0.000083	0.008687
8044	8045			0	0	0	Laughter	257.97208919932797	77.50259635064499	43.27556434128326	29.93639790958826	206.930000	98.329600	0.960514	0.374136	12	-0.005317	-0.374098	0.013181	6	-0.001283	0.013119	0.008330	6	-0.000022	0.008330
8048	8052	HeadBackward		0	0	1	Laughter	257.97208919932797	77.50259635064499	45.41543664669919	32.50807445309381	206.925000	98.307600	0.949224	0.311817	12	-0.007500	-0.311727	0.026649	6	-0.000929	0.026633	0.003566	6	0.000191	0.003561
8052	8056	HeadBackward		0	0	1	Laughter	257.97208919932797	77.50259635064499	55.73893977682448	43.694783095893996	206.940000	97.379500	0.949187	0.279586	12	-0.008067	-0.279470	0.027575	6	-0.000038	0.027575	0.001559	6	0.000091	0.001557
8056	8060	HeadBackward		0	0	1	Laughter	240.2742888921191	77.50259635064499	53.72826874717796	45.03416350034452	206.889000	97.372400	0.945297	0.216514	12	-0.007167	-0.216395	0.038248	6	-0.000354	0.038247	0.001346	6	0.000108	0.001341
8060	8064	HeadBackward		0	0	1	Laughter	241.13537783096757	77.50259635064499	54.332272273600566	43.69159648288183	206.879000	97.356700	0.943875	0.123317	12	-0.009200	-0.122973	0.038307	6	0.000138	0.038307	0.003558	10	-0.002837	-0.002147
8064	8068	HeadBackward		0	0	1	Laughter	229.33684205464064	77.50259635064499	55.183272175991355	44.19528696945031	206.881000	97.333500	0.944627	0.075220	12	-0.008317	-0.074758	0.028026	7	-0.015578	0.023298	0.010686	11	-0.002893	-0.010287
8068	8072	HeadBackward		0	0	1	Laughter	209.12277091031248	77.50259635064499	45.72873065811721	37.685574504186775	206.879000	97.317900	0.921634	0.069837	9	-0.068800	-0.011992	0.027146	10	-0.021928	-0.016002	0.015216	12	-0.001406	-0.015151
8072	8076	HeadBackward		0	0	1	Laughter	209.12277091031248	77.50259635064499	44.925882193322835	36.188157414534324	206.895000	97.291500	0.922091	0.176413	11	-0.112100	-0.136217	0.081797	12	-0.021078	-0.079035	0.015045	12	0.000661	-0.015031
8076	8084	HeadBackward		0	0	1	Laughter	209.12277091031248	77.50259635064499	50.84053876264501	40.08834419737283	206.847000	97.287600	0.905563	0.385733	11	-0.143867	-0.357900	0.108633	12	-0.015638	-0.107501	0.005117	1	0.002605	-0.004404
8080	8088	HeadBackward		0	0	1	Laughter	317.01043164521957	77.50259635064499	50.362289823085426	40.20512155805611	206.867000	97.305300	0.917872	0.602819	11	-0.160933	-0.580940	0.099459	12	-0.005500	-0.099307	0.009549	5	0.003930	0.008703
8084	8088	HeadBackward		0	0	1	Laughter	317.01043164521957	77.50259635064499	50.362289823085426	40.20512155805611	205.937000	97.295000	0.905137	0.742608	12	-0.160083	-0.725148	0.048807	12	0.005987	-0.048439	0.014666	5	0.003870	0.014146
8088	8092	HeadBackward		0	0	1	Laughter	317.01043164521957	77.50259635064499	46.772016941670564	38.258469675205745	205.929000	95.397100	0.874223	0.739274	12	-0.142850	-0.725342	0.018202	2	0.015674	-0.009254	0.013988	6	0.002772	0.013711
8092	8094	HeadBackward		0	0	1	Laughter	317.01043164521957	77.50259635064499	42.21639201927606	30.758494743707363	205.913000	93.448500	0.865233	0.733943	12	-0.110183	-0.725625	0.029228	4	0.022477	0.018684	0.015229	6	0.000733	0.015212
8096	8100	HeadBackward		0	0	1	Laughter	317.01043164521957	77.50259635064499	44.517802971346086	30.617563005886122	205.902000	92.466800	0.855335	0.713213	12	-0.063800	-0.710353	0.072027	5	0.022575	0.068398	0.009186	7	-0.004566	0.007970
8100	8104	HeadBackward		0	0	1	Laughter	317.01043164521957	77.50259635064499	41.41899933251537	30.197163028099286	205.924000	92.455800	0.874789	0.533367	12	-0.002350	-0.533362	0.082155	6	-0.000439	0.082154	0.009193	9	-0.009190	-0.000241
8104	8108	HeadBackward		0	0	1	Laughter	317.01043164521957	77.50259635064499	45.5915565629835	34.802791165561224	205.933000	93.416100	0.862378	0.348044	12	-0.065917	-0.341745	0.085471	7	-0.040607	0.075209	0.015088	11	-0.010668	-0.010669
8108	8112	HeadBackward		0	0	1	Laughter	317.01043164521957	77.50259635064499	45.892619152727676	36.041437916645634	205.908000	92.472300	0.861328	0.277658	11	-0.178783	-0.212440	0.066018	8	-0.063396	0.018420	0.013874	12	-0.000584	-0.013861
8112	8116	HeadBackward		0	0	1	Laughter	317.01043164521957	77.50259635064499	30.12298432729516	26.626681927353573	205.927000	91.505700	0.877705	0.405715	10	-0.324583	-0.243413	0.048974	10	-0.045364	-0.018455	0.006573	1	0.002209	-0.006191
