start	end	M4:HeadMovement	M4:janej	M4:yes	M4:no	M4:word01	M4:Face	M4:pitch	M2:pitch	M4:intensity	M2:intensity	M4:x-pos	M4:y-pos	M4:weight	M4:velocity-r	M4:velocity-clock	M4:velocity-x	M4:velocity-y	M4:acceleration-r	M4:acceleration-clock	M4:acceleration-x	M4:acceleration-y	M4:jerk-r	M4:jerk-clock	M4:jerk-x	M4:jerk-y
10480	10484	Nod	ja	1	0	1	Smile	141.40699958925526	141.5737785768842	70.19132053954591	57.806393879947294	411.617000	75.731400	0.924419	0.287368	4	0.247250	0.146452	0.013927	3	0.013657	-0.002727	0.008799	10	-0.008372	-0.002709
10484	10488	Nod	ja	1	0	1	Smile	135.48138208055838	136.05971509502777	69.03526789957367	57.4249115263786	412.568000	76.667100	0.918017	0.308096	4	0.277417	0.134027	0.015987	10	-0.012106	-0.010442	0.008319	9	-0.008039	-0.002139
10488	10491	Nod	ja	1	0	1	Smile	140.99043088596605	139.97504863638287	69.81798544570688	58.14312864947719	412.579000	76.676200	0.939846	0.235718	4	0.211017	0.105047	0.043210	10	-0.040120	-0.016045	0.007672	9	-0.007608	-0.000987
10492	10496	Nod		0	0	1	Smile	168.55300730271662	168.2109676039006	73.3870272691471	60.45241593273475	412.609000	76.729400	0.932373	0.126808	4	0.113133	0.057280	0.059315	10	-0.057013	-0.016366	0.002305	3	0.002285	0.000305
10496	10500	Nod		0	0	1	Smile	193.1520550969681	191.36725071169957	74.29682844103726	63.64528168749882	412.599000	76.727300	0.927619	0.068977	6	-0.000217	0.068977	0.032153	10	-0.030801	-0.009227	0.006611	2	0.006297	-0.002014
10500	10501	Nod		0	0	1	Smile	207.5828229802833	207.69767274186776	70.78073873900057	60.20174207094122	412.577000	76.747000	0.917741	0.048703	9	-0.048700	0.000503	0.039382	11	-0.015952	-0.036007	0.006171	2	0.005381	-0.003021
10504	10508	Nod		0	0	1	Smile	200.2150723141873	200.52286295955759	72.24241337353824	61.091165021595316	412.571000	76.751500	0.924559	0.075941	11	-0.033533	-0.068137	0.026506	12	0.006360	-0.025732	0.005574	4	0.005260	0.001847
10508	10512	Nod		0	0	1	Smile	184.67705090631645	186.2081906353758	70.62450020027688	62.80792022765323	412.585000	76.711900	0.936654	0.121370	12	-0.018917	-0.119887	0.026248	1	0.010949	-0.023856	0.001789	4	0.001351	0.001172
10512	10515	Nod		0	0	1	Smile	165.1252790429148	169.57920064859	72.44071150719668	63.22785664549301	411.613000	76.690400	0.918888	0.153329	12	0.001467	-0.153322	0.020477	1	0.012746	-0.016027	0.003121	6	0.000082	0.003120
10516	10520	Nod		0	0	1	Smile	151.46650931765186	161.42208522453578	70.7865830956196	59.10588132268052	412.581000	76.666700	0.933987	0.172352	12	0.020667	-0.171108	0.012544	2	0.011297	-0.005452	0.004222	7	-0.001133	0.004067
10520	10524	Nod		0	0	1	Smile	161.57093112275476	161.42208522453578	74.82598131324055	62.29748692328657	412.588000	75.728400	0.939553	0.174193	12	0.038100	-0.169975	0.010237	4	0.007934	0.006469	0.004060	6	0.000960	0.003945
10524	10528	Nod		0	0	1	Smile	187.44637713005292	185.52909460150403	73.23333276430955	64.22233381211433	412.571000	75.735700	0.929479	0.161065	1	0.056717	-0.150748	0.024584	4	0.018395	0.016309	0.003605	7	-0.002310	0.002767
10528	10532	Nod		0	0	1	Smile	200.90679257545818	192.2709198242128	65.24301677842435	55.23458559425887	412.618000	75.708800	0.942126	0.181006	2	0.136883	-0.118432	0.022802	6	0.000597	0.022794	0.000867	7	-0.000431	0.000753
10532	10536	Nod		0	0	1	Smile	201.56404460304955	192.2709198242128	64.46872842127837	53.65060173737043	412.615000	75.691000	0.939201	0.089985	1	0.057883	-0.068897	0.023731	6	-0.001345	0.023693	0.001576	1	0.000671	-0.001426
10536	10540			0	0	1	Smile	191.07761709635184	192.2709198242128	68.33937084090435	57.19775087249922	412.620000	75.691100	0.939597	0.105065	3	0.104900	-0.005893	0.023400	5	0.016339	0.016751	0.003972	1	0.002542	-0.003052
10540	10544			0	0	1	Smile	170.59760689990725	171.16774198137495	71.4301598839268	60.64811765517219	412.656000	75.692900	0.945061	0.136542	3	0.136417	-0.005853	0.012223	3	0.012214	0.000445	0.003518	11	-0.001934	-0.002938
10544	10548			0	0	1	Smile	151.49537662025335	155.4154244124109	65.98099510794567	55.94339877191305	413.583000	75.674100	0.948748	0.151908	3	0.151850	-0.004180	0.004282	3	0.004177	0.000941	0.002843	9	-0.002843	0.000024
10548	10552			0	0	1	Smile	164.32671887168237	155.4154244124109	62.085238141510175	49.60668798803666	412.660000	75.699800	0.943874	0.152444	3	0.152433	-0.001787	0.004780	9	-0.004730	0.000695	0.002790	9	-0.002789	-0.000054
10552	10556			0	0	0	Smile	155.21183108321654	155.4154244124109	54.153024259879516	44.59033380725626	413.602000	75.683800	0.937780	0.134235	3	0.134233	-0.000675	0.012951	9	-0.012941	0.000510	0.002112	9	-0.002111	-0.000039
10556	10560			0	0	0	Smile	155.21183108321654	155.4154244124109	38.95675216656403	38.12972453027186	413.616000	75.666500	0.935173	0.100367	3	0.100367	0.000163	0.017771	9	-0.017767	0.000380	0.000643	9	-0.000643	-0.000005
10560	10564			0	0	0	Smile	155.21183108321654	155.4154244124109	45.23744927165879	51.558007047680334	413.653000	75.666400	0.920661	0.051604	3	0.051600	0.000648	0.016568	9	-0.016564	0.000381	0.000935	3	0.000929	-0.000107
10564	10568			0	0	0	Smile	155.21183108321654	155.4154244124109	60.19327178315258	66.00660742521667	413.642000	75.693500	0.927800	0.064251	3	0.064250	0.000408	0.007431	9	-0.007428	-0.000209	0.001458	3	0.001458	-0.000031
10568	10572			0	0	0	Smile	195.06795251077293	164.92512030853104	61.40736995384027	65.62106521262729	413.620000	75.692700	0.940438	0.001992	4	0.001900	0.000598	0.016882	9	-0.016879	0.000349	0.000129	3	0.000129	-0.000002
10572	10576			0	0	0	Smile	195.06795251077293	193.41017286702066	52.14460144375079	57.31497192292216	413.630000	75.688900	0.933835	0.002092	6	0.000500	0.002032	0.000448	9	-0.000438	-0.000094	0.003035	3	0.003034	-0.000046
10576	10580			0	0	0	Smile	195.06795251077293	193.41017286702066	46.822090083786534	42.381751017954514	413.614000	75.680800	0.935201	0.001800	8	-0.001400	0.001132	0.000483	10	-0.000445	-0.000186	0.000137	5	0.000038	0.000132
10580	10584			0	0	0	Smile	195.06795251077293	193.41017286702066	40.99490244054435	45.1483135073056	413.616000	75.690400	0.928487	0.001831	9	-0.001783	0.000413	0.000587	6	-0.000019	0.000587	0.003208	6	-0.000051	0.003208
10584	10588			0	0	0	Smile	195.06795251077293	195.04537844502187	60.81295940516963	67.72748185401191	413.653000	75.668800	0.924749	0.003658	7	-0.001533	0.003322	0.017699	6	-0.000562	0.017691	0.003244	6	-0.000086	0.003243
10588	10592			0	0	0	Smile	193.67683391571913	193.4544767069205	63.60490680851246	69.1186528269973	413.638000	75.699700	0.946545	0.068562	6	-0.003383	0.068478	0.024822	6	-0.000614	0.024814	0.004621	6	0.000028	0.004621
10592	10596			0	0	0	Smile	175.6899176553856	183.12227790607284	59.75163139321016	63.36663831168353	413.622000	75.690300	0.936175	0.119932	6	-0.003100	0.119892	0.041081	6	-0.000248	0.041080	0.005551	6	0.000152	0.005549
10596	10600	HeadForward		0	0	0	Smile	175.6899176553856	183.12227790607284	45.43085975328121	51.06719907541865	413.600000	75.699100	0.941890	0.220517	6	-0.004050	0.220480	0.058715	6	-0.000034	0.058715	0.011379	6	0.000303	0.011375
10600	10604	HeadForward		0	0	0	Smile	175.6899176553856	175.19610063454908	62.781423580310545	67.69308509645221	413.610000	75.727800	0.957543	0.355931	6	-0.004550	0.355902	0.106522	6	0.001413	0.106512	0.012392	6	0.000287	0.012388
10604	10608	HeadForward		0	0	0	Smile	178.686613682964	178.6444157995745	66.15959040955205	70.63083252843585	413.598000	76.671100	0.948962	0.638593	6	0.001367	0.638592	0.141541	6	0.002235	0.141523	0.002944	6	0.000014	0.002944
10608	10612	HeadForward		0	0	0	Smile	173.37518104023118	171.73976405001994	63.96333038856425	69.2391370253249	413.612000	76.714300	0.947524	0.953227	6	0.005367	0.953212	0.125124	6	0.001310	0.125117	0.006377	12	-0.000194	-0.006374
10612	10616	HeadForward		0	0	0	Smile	183.98735168477953	91.95328940598668	52.73605330443176	59.21748855512341	413.609000	77.718400	0.927091	1.138416	6	0.006383	1.138398	0.089739	6	0.000797	0.089735	0.013223	12	-0.000150	-0.013222
10616	10620	HeadForward		0	0	0	Smile	183.98735168477953	91.95328940598668	52.48640363115135	59.31650240058903	413.612000	78.738300	0.889377	1.254521	6	0.007200	1.254500	0.045188	6	0.000517	0.045185	0.012856	12	0.002886	-0.012528
10620	10628	HeadForward		0	0	0	Smile	183.98735168477953	184.77976738083376	59.49770104185794	64.77834421355308	413.661000	81.736300	0.872565	1.288597	6	0.009267	1.288563	0.025968	5	0.016773	0.019825	0.007598	12	-0.000203	-0.007595
10624	10632	HeadForward		0	0	0	Smile	176.12113416889486	175.22181712564736	60.02936626432562	64.86089991816432	413.653000	83.693500	0.919317	1.371709	6	0.071767	1.369830	0.015550	5	0.005768	0.014440	0.007868	12	-0.001962	-0.007620
10628	10632	HeadForward		0	0	0	Smile	176.12113416889486	175.22181712564736	60.02936626432562	64.86089991816432	413.632000	83.762200	0.934696	1.403969	6	0.053483	1.402950	0.026978	12	-0.002833	-0.026829	0.004066	11	-0.002491	-0.003214
10632	10636	HeadForward		0	0	0	Smile	159.39328134483645	158.7218938352545	63.87368346133108	68.32496942648922	413.659000	84.732900	0.921101	1.302841	6	0.032600	1.302433	0.025831	11	-0.009343	-0.024083	0.003481	7	-0.002054	0.002810
10636	10640	HeadForward		0	0	0	Smile	157.71575748630426	157.85542977463183	65.25168805678418	69.04288953145343	413.680000	85.724900	0.875311	1.216894	6	0.009750	1.216855	0.018377	11	-0.012403	-0.013560	0.004189	9	-0.004085	0.000927
10640	10644	HeadForward		0	0	0	Smile	133.61871265039917	184.7559594917671	62.95054080771901	66.17048815677826	414.619000	87.753100	0.836945	1.232846	6	-0.008067	1.232820	0.029627	9	-0.029374	-0.003863	0.006134	9	-0.006038	-0.001082
10644	10648	HeadForward		0	0	0	Smile	133.61871265039917	184.7559594917671	54.627790597856674	58.681563761851905	413.645000	89.747400	0.875673	1.234387	6	-0.090050	1.231098	0.055447	10	-0.052122	-0.018912	0.012075	11	-0.006450	-0.010207
10648	10652	HeadForward		0	0	0	Smile	133.61871265039917	184.7559594917671	45.03856613421174	46.5344145911987	413.618000	89.746000	0.862501	1.172157	6	-0.223400	1.150672	0.097975	10	-0.071357	-0.067136	0.012312	12	-0.001645	-0.012201
10652	10656	HeadForward		0	0	0	Smile	133.61871265039917	184.7559594917671	57.7348345522075	63.46682944715508	413.587000	91.702100	0.933495	1.060659	7	-0.387383	0.987387	0.113954	11	-0.064157	-0.094177	0.008224	2	0.007872	-0.002383
10656	10660	HeadForward		0	0	0	Smile	133.61871265039917	133.7789785533769	48.17458316030141	49.84082308403268	413.595000	92.718700	0.939364	0.906923	7	-0.501733	0.755495	0.089784	12	-0.020152	-0.087493	0.014004	4	0.012681	0.005941
10660	10664	HeadForward		0	0	0	Smile	133.61871265039917	133.7789785533769	37.734934906826794	37.84303524010263	412.626000	92.752500	0.890155	0.752074	7	-0.419750	0.624040	0.055892	1	0.025716	-0.049625	0.013401	4	0.012284	0.005358
10664	10668	HeadForward		0	0	0	Smile	133.61871265039917	133.7789785533769	32.54262929629738	34.68099710859444	411.625000	93.750800	0.845249	0.709262	7	-0.367250	0.606778	0.062121	1	0.039702	-0.047778	0.010524	5	0.006991	0.007866
10668	10672	HeadForward		0	0	0	Smile	133.61871265039917	133.7789785533769	32.7811598931517	32.22103887118572	410.630000	93.791700	0.828864	0.511148	7	-0.284117	0.424912	0.066986	2	0.061551	-0.026431	0.012178	5	0.008136	0.009061
10672	10676	HeadForward		0	0	0	Smile	133.61871265039917	133.7789785533769	30.046924974679712	31.22604642238801	410.591000	93.787300	0.823486	0.485017	7	-0.168333	0.454868	0.090029	3	0.087154	0.022572	0.015084	6	0.001421	0.015017
10676	10680	HeadForward		0	0	0	Smile	133.61871265039917	133.7789785533769	32.2437171556352	34.86214609438603	411.590000	94.774200	0.817804	0.552720	6	0.047733	0.550655	0.104915	4	0.083466	0.063565	0.008552	8	-0.006237	0.005851
