start	end	F2:HeadMovement	F2:janej	F2:yes	F2:no	F2:word01	F2:Face	F2:pitch	M4:pitch	F2:intensity	M4:intensity	F2:x-pos	F2:y-pos	F2:weight	F2:velocity-r	F2:velocity-clock	F2:velocity-x	F2:velocity-y	F2:acceleration-r	F2:acceleration-clock	F2:acceleration-x	F2:acceleration-y	F2:jerk-r	F2:jerk-clock	F2:jerk-x	F2:jerk-y
40696	40700	HeadBackward		0	0	0	Smile	198.09954792419578	198.09954792419578	47.02082761432439	47.02082761432439	203.053000	99.802200	0.932481	1.091596	10	-0.846450	-0.689278	0.138962	11	-0.064699	-0.122982	0.013374	3	0.013123	0.002580
40700	40704	HeadBackward		0	0	0		198.09954792419578	198.09954792419578	36.076535789369125	36.076535789369125	202.059000	99.737700	0.890681	1.264129	11	-0.865517	-0.921360	0.092810	12	0.001406	-0.092799	0.027079	4	0.025139	0.010066
40704	40707	HeadBackward		0	0	0		198.09954792419578	198.09954792419578	29.496126852801495	29.496126852801495	201.050000	98.760400	0.852967	1.300166	11	-0.785100	-1.036363	0.098522	2	0.082131	-0.054416	0.030691	4	0.023426	0.019828
40708	40712	HeadBackward		0	0	1		198.09954792419578	198.09954792419578	30.402090004952264	30.402090004952264	200.029000	96.776800	0.828426	1.228502	11	-0.550033	-1.098490	0.142355	3	0.141178	0.018263	0.036519	5	0.017812	0.031880
40712	40716	HeadBackward		0	0	1		198.09954792419578	198.09954792419578	42.98815359720001	42.98815359720001	198.065000	94.741600	0.861345	0.987165	12	-0.202183	-0.966238	0.229299	4	0.186846	0.132916	0.035291	6	0.009113	0.034094
40716	40717	HeadBackward		0	0	1		198.09954792419578	198.09954792419578	42.94045001700697	42.94045001700697	199.049000	93.747700	0.863700	0.619827	1	0.163650	-0.597833	0.294615	5	0.189174	0.225857	0.028052	7	-0.010275	0.026102
40720	40724	HeadBackward		0	0	1		198.09954792419578	198.09954792419578	38.591018013699156	38.591018013699156	199.042000	93.734800	0.868629	0.513969	3	0.511700	-0.048247	0.320771	5	0.130787	0.292898	0.023403	8	-0.022545	0.006277
40724	40728	HeadBackward		0	0	1		198.09954792419578	198.09954792419578	50.54910839171238	50.54910839171238	201.034000	92.810900	0.856116	0.885657	4	0.681067	0.566160	0.268889	6	0.053076	0.263599	0.036223	10	-0.030802	-0.019062
40728	40732	HeadBackward		0	0	1	Smile	198.09954792419578	198.09954792419578	45.0809677768801	45.0809677768801	202.038000	93.773800	0.836597	1.227933	5	0.731517	0.986257	0.173645	7	-0.046120	0.167408	0.046855	10	-0.036876	-0.028906
40732	40736	HeadBackward		0	0	1	Smile	198.09954792419578	198.09954792419578	50.86045308676796	50.86045308676796	203.026000	96.744800	0.833721	1.273089	5	0.499867	1.170850	0.192512	8	-0.172307	0.085857	0.039390	11	-0.027424	-0.028275
40736	40740	HeadBackward		0	0	1	Smile	198.09954792419578	198.09954792419578	50.30390307586774	50.30390307586774	203.995000	98.778800	0.899295	1.304764	6	0.085717	1.301945	0.214908	9	-0.214090	0.018732	0.019545	11	-0.007767	-0.017936
40740	40744	HeadBackward		0	0	1	Smile	563.4263558074052	563.4263558074052	48.041408160575784	48.041408160575784	203.060000	100.733000	0.934403	1.408339	7	-0.398467	1.350793	0.221897	9	-0.221409	-0.014713	0.012614	1	0.008842	-0.008996
40744	40748	Waggle		0	0	1	Smile	563.4263558074052	563.4263558074052	37.30550910511212	37.30550910511212	203.055000	100.791000	0.920637	1.498447	7	-0.765100	1.288397	0.159040	10	-0.152005	-0.046780	0.025173	3	0.025160	-0.000796
40748	40752	Waggle		0	0	1	Smile	563.4263558074052	563.4263558074052	40.149690853209606	40.149690853209606	202.035000	100.806000	0.878578	1.516681	7	-0.982350	1.155557	0.078037	10	-0.070913	-0.032575	0.029397	3	0.028901	0.005381
40752	40756	Waggle		0	0	1	Smile	563.4263558074052	563.4263558074052	39.88873799710328	39.88873799710328	199.060000	102.762000	0.835259	1.522386	7	-1.034667	1.116747	0.021413	2	0.018156	-0.011352	0.030417	3	0.030366	-0.001761
40756	40760	Waggle		0	0	1	Smile	563.4263558074052	563.4263558074052	41.278134903534	41.278134903534	198.021000	103.798000	0.857096	1.395782	7	-0.902800	1.064500	0.114098	2	0.106662	-0.040516	0.026159	2	0.021279	-0.015214
40760	40768	Waggle		0	0	1	Smile	563.4263558074052	563.4263558074052	50.47409755278382	50.47409755278382	197.039000	105.800000	0.877177	1.171858	7	-0.668800	0.962267	0.171228	2	0.142397	-0.095089	0.021974	2	0.016323	-0.014711
40764	40772	Waggle		0	0	1	Smile	202.64324576865607	202.64324576865607	34.00238646315361	34.00238646315361	197.026000	106.787000	0.899707	0.778987	7	-0.348133	0.696867	0.247575	2	0.207603	-0.134888	0.021762	1	0.011278	-0.018612
40768	40772	Waggle		0	0	1	Smile	202.64324576865607	202.64324576865607	34.00238646315361	34.00238646315361	197.012000	107.737000	0.916723	0.447834	5	0.169667	0.414450	0.298175	2	0.225596	-0.194974	0.014859	12	-0.002572	-0.014635
40772	40780	Waggle		0	0	1	Smile	202.64324576865607	202.64324576865607	27.322633644271193	27.322633644271193	197.060000	107.741000	0.920764	0.588038	3	0.588033	-0.002417	0.294201	1	0.184171	-0.229423	0.011927	9	-0.011905	0.000727
