start	end	F4:HeadMovement	F4:janej	F4:yes	F4:no	F4:word01	F4:Face	F4:pitch	F1:pitch	F4:intensity	F1:intensity	F4:x-pos	F4:y-pos	F4:weight	F4:velocity-r	F4:velocity-clock	F4:velocity-x	F4:velocity-y	F4:acceleration-r	F4:acceleration-clock	F4:acceleration-x	F4:acceleration-y	F4:jerk-r	F4:jerk-clock	F4:jerk-x	F4:jerk-y
8344	8348			0	0	0		204.82310340591366	213.37142875613324	31.408676129857586	39.18749777249783	185.005000	85.733500	0.838578	0.151851	9	-0.151850	0.000648	0.058901	9	-0.058901	-0.000139	0.005814	8	-0.004818	0.003254
8348	8352			0	0	0		204.82310340591366	213.37142875613324	32.66882668165826	38.83369737499363	184.995000	85.717300	0.835649	0.267034	9	-0.267033	0.000337	0.055992	8	-0.053082	0.017818	0.005025	4	0.003806	0.003281
8352	8356			0	0	0		204.82310340591366	213.37142875613324	55.17779055377253	54.73159138949782	184.982000	85.714000	0.840973	0.356051	9	-0.349300	0.069007	0.041572	8	-0.033245	0.024960	0.008297	3	0.008147	0.001572
8356	8360			0	0	0		204.82310340591366	213.37142875613324	58.00838568369081	57.83968945319419	184.996000	85.728000	0.836463	0.416103	8	-0.398700	0.119080	0.024415	6	-0.004270	0.024039	0.016373	3	0.016206	0.002336
8360	8364			0	0	0		215.37311958873553	213.37142875613324	60.926510748462206	60.75813402606364	182.998000	85.715700	0.846601	0.365594	8	-0.331400	0.154378	0.072797	4	0.064105	0.034495	0.014526	3	0.014525	0.000165
8364	8368			0	0	0		247.5484240938586	251.98942598133823	54.83278137098682	58.059621028932334	183.007000	85.725100	0.845488	0.290397	7	-0.164900	0.239037	0.087121	4	0.081684	0.030296	0.006514	4	0.005399	0.003645
8368	8372			0	0	0		247.5484240938586	251.98942598133823	48.58788477069473	55.460254776067394	182.999000	86.752400	0.811908	0.287330	6	0.002183	0.287322	0.106177	4	0.092538	0.052059	0.007925	8	-0.006501	0.004532
8372	8376			0	0	0		247.5484240938586	251.98942598133823	37.303095657115534	46.86462841186571	183.008000	86.741300	0.819266	0.467259	5	0.165933	0.436803	0.080327	5	0.045899	0.065922	0.018594	9	-0.018278	0.003414
8376	8377			0	0	0		247.5484240938586	251.98942598133823	29.84804571192637	38.258482830814266	183.013000	86.762700	0.813940	0.619487	5	0.198817	0.586717	0.073082	7	-0.019841	0.070337	0.023756	9	-0.023726	0.001185
8380	8384			0	0	0		247.5484240938586	251.98942598133823	37.03794280853991	42.34275486461172	184.992000	87.750500	0.813597	0.718078	6	0.032883	0.717325	0.120196	8	-0.099896	0.066841	0.017646	9	-0.017590	-0.001407
8384	8388			0	0	0		247.5484240938586	251.98942598133823	34.58612432097189	40.371153492539804	185.010000	87.729400	0.817080	0.836217	6	-0.182517	0.816055	0.128101	8	-0.113669	0.059069	0.005287	10	-0.003820	-0.003655
8388	8392			0	0	0		247.5484240938586	251.98942598133823	33.93727561044336	40.17414898670058	184.980000	89.754500	0.826122	1.019184	7	-0.369933	0.949677	0.127218	8	-0.115846	0.052574	0.009028	2	0.006993	-0.005710
8392	8396			0	0	1		247.5484240938586	251.98942598133823	37.083051036018865	41.57743842325968	182.999000	90.753600	0.848294	1.187426	7	-0.586350	1.032557	0.087590	8	-0.084037	0.024695	0.016774	3	0.016649	-0.002044
8396	8400			0	0	1		247.5484240938586	251.98942598133823	48.56692128226008	48.9004113025586	182.015000	91.735800	0.889024	1.292382	7	-0.752167	1.050950	0.044616	7	-0.025685	0.036481	0.021349	3	0.021329	0.000924
8400	8404			0	0	1		247.5484240938586	251.98942598133823	44.3403445498057	46.630103393559416	181.016000	92.750900	0.915943	1.391761	7	-0.702900	1.201220	0.067374	4	0.052478	0.042253	0.018267	3	0.018230	0.001167
8404	8408			0	0	1		247.5484240938586	251.98942598133823	56.680708427071494	58.448446043758565	180.948000	93.746600	0.910398	1.358826	7	-0.567917	1.234455	0.088756	4	0.083724	0.029460	0.008363	3	0.008228	0.001498
8408	8412			0	0	1		247.5484240938586	251.98942598133823	44.59682587123601	48.29021077731878	179.989000	94.747900	0.880179	1.349094	7	-0.349833	1.302947	0.117904	4	0.106364	0.050873	0.010159	6	0.000424	0.010150
8412	8416			0	0	1		247.5484240938586	251.98942598133823	51.1704211656192	53.68466564943737	179.987000	95.755500	0.876077	1.412598	6	-0.150367	1.404572	0.122258	5	0.084268	0.088577	0.004175	5	0.002898	0.003005
8416	8420			0	0	1		247.5484240938586	82.10822596426931	56.07998099998021	59.105626035643574	179.983000	98.747100	0.885386	1.652464	6	0.004783	1.652457	0.145522	4	0.117438	0.085935	0.016393	2	0.015752	-0.004539
8420	8424			0	0	1		247.5484240938586	82.10822596426931	50.663159573230004	54.47592198580495	179.994000	99.767100	0.925620	1.830132	6	0.289350	1.807113	0.191847	4	0.183787	0.055024	0.016513	2	0.015750	-0.004961
8424	8428			0	0	1		247.5484240938586	82.10822596426931	57.878344608622555	62.905873827700454	180.024000	100.774000	0.920433	2.018640	5	0.784550	1.859943	0.229063	3	0.224837	0.043795	0.015139	3	0.015010	-0.001971
8428	8432			0	0	1		258.94551924858524	252.55871100589093	57.44018395924005	63.24556243329604	180.982000	102.777000	0.887379	2.292933	5	1.217667	1.942892	0.258868	3	0.254682	0.046366	0.005172	1	0.002996	-0.004215
8432	8436			0	0	1		258.94551924858524	252.55871100589093	48.41898050590498	53.85043190492893	181.043000	106.749000	0.851614	2.676234	5	1.750317	2.024505	0.248089	3	0.246664	0.026547	0.012270	10	-0.009598	-0.007644
8436	8440			0	0	1		258.94551924858524	272.080793161709	51.07866345729004	57.28602710874625	183.990000	107.835000	0.862013	3.037225	4	2.187183	2.107360	0.193899	3	0.193786	0.006635	0.015370	10	-0.013311	-0.007685
8440	8441			0	0	1		258.94551924858524	272.080793161709	53.86836706346635	58.701592501973764	187.978000	108.834000	0.892627	3.230452	4	2.490250	2.057783	0.167621	3	0.164291	-0.033242	0.020697	10	-0.019945	-0.005530
8444	8448			0	0	1		258.94551924858524	228.96739626620916	52.167343528603865	56.775200052697755	190.003000	111.806000	0.839207	3.426652	4	2.824917	1.939533	0.101179	2	0.095964	-0.032065	0.029549	9	-0.029445	0.002475
8448	8452			0	0	1		258.94551924858524	228.96739626620916	47.360948689733576	56.779678139417314	194.002000	114.791000	0.832259	3.535084	4	2.988133	1.888883	0.013994	10	-0.012157	-0.006931	0.015861	9	-0.015859	0.000216
8452	8456			0	0	1		258.94551924858524	228.96739626620916	33.790237175009146	41.584146520693714	196.074000	115.829000	0.904629	3.402561	4	2.761667	1.987617	0.063445	9	-0.062182	-0.012597	0.013009	9	-0.012991	-0.000684
8456	8457			0	0	1		258.94551924858524	228.96739626620916	30.563271714098143	39.33590951601054	198.076000	116.838000	0.861027	3.204283	4	2.594016	1.881092	0.093948	10	-0.087997	-0.032905	0.006364	9	-0.006297	-0.000927
8460	8464			0	0	0		258.94551924858524	228.96739626620916	30.0079578124897	38.139795577420855	203.033000	118.817000	0.822482	2.955268	4	2.377043	1.755926	0.104322	9	-0.102233	-0.020774	0.003979	8	-0.003079	0.002521
8464	8466			0	0	0		258.94551924858524	228.96739626620916	28.729480366444726	36.25594016110402	205.016000	121.838000	0.868350	2.750354	4	2.097304	1.779258	0.113666	9	-0.113665	-0.000629	0.002512	8	-0.001795	0.001756
8468	8472			0	0	1		258.94551924858524	228.96739626620916	42.83673424321662	48.41263313683312	205.103000	123.879000	0.877765	2.663063	4	1.942403	1.821805	0.102187	9	-0.102074	-0.004798	0.001435	12	0.000246	-0.001414
8476	8480			0	0	1		258.94551924858524	228.96739626620916	58.76216827512137	66.64149080489173	211.050000	125.846000	0.830696	2.489584	5	1.742011	1.778603	0.121770	9	-0.119674	-0.022494	0.009287	4	0.007653	0.005261
8480	8484			0	0	1		258.94551924858524	228.96739626620916	52.338506991862076	58.99657346996601	211.081000	127.845000	0.812098	2.230939	5	1.435729	1.707563	0.069154	8	-0.065833	0.021171	0.012468	5	0.008239	0.009358
8484	8487			0	0	1		258.94551924858524	228.96739626620916	48.678400001723396	53.84544588722804	212.093000	130.839000	0.863701	2.338308	5	1.470643	1.817937	0.072760	7	-0.025433	0.068170	0.002944	3	0.002904	0.000483
8488	8492			0	0	0		258.94551924858524	228.96739626620916	40.24944719377844	44.759987704597314	214.061000	131.891000	0.861929	2.525184	5	1.412385	2.093256	0.056655	7	-0.025456	0.050614	0.002694	11	-0.000924	-0.002531
8492	8496			0	0	0		258.94551924858524	228.96739626620916	36.49868422996568	44.295930188951274	215.097000	132.820000	0.812761	2.711087	5	1.148126	2.455973	0.050297	8	-0.035586	0.035546	0.006974	12	0.000033	-0.006974
8496	8500			0	0	0		258.94551924858524	228.96739626620916	34.70506908610539	44.10434023364849	215.099000	134.889000	0.768501	2.690344	5	1.047686	2.477964	0.053656	11	-0.025397	-0.047265	0.007330	12	0.000564	-0.007308
8500	8504			0	0	0		258.94551924858524	228.96739626620916	33.41028235628272	42.07884325767939	219.077000	139.866000	0.816657	2.281950	5	0.906456	2.094191	0.075399	11	-0.028895	-0.069642	0.005840	12	-0.001103	-0.005735
8508	8512			0	0	0		258.94551924858524	228.96739626620916	31.625103375454458	39.07050788399295	220.112000	144.908000	0.795436	2.082556	5	0.839511	1.905849	0.114101	11	-0.037934	-0.107610	0.005245	12	-0.000396	-0.005230
8532	8536			0	0	1		258.94551924858524	228.96739626620916	42.84817555468063	55.00637156327801	226.092000	159.949000	0.764424	1.604852	5	0.680994	1.453203	0.132116	11	-0.036507	-0.126972	0.004854	12	0.000083	-0.004853
8540	8544			0	0	1		258.94551924858524	220.68524371333638	54.53201801937824	64.47746161362714	226.126000	163.891000	0.814460	1.224246	5	0.584311	1.075806	0.151430	12	-0.035197	-0.147282	0.003582	11	-0.001326	-0.003328
8560	8563			0	0	1		258.94551924858524	364.5096300539097	31.38171850141832	40.5773808328781	229.172000	164.920000	0.859885	0.691062	5	0.445025	0.528696	0.160833	11	-0.046693	-0.153906	0.003463	11	-0.002188	-0.002684
8564	8568			0	0	1		258.94551924858524	364.5096300539097	41.3972350471463	52.765823170229396	230.142000	164.956000	0.809252	0.246383	2	0.233744	-0.077901	0.169361	11	-0.052540	-0.161006	0.004021	11	-0.002513	-0.003138
8580	8583			0	0	1		258.94551924858524	364.5096300539097	40.18004742591909	53.20728718430757	228.128000	158.920000	0.836313	1.123676	12	-0.140137	-1.114903	0.192585	11	-0.066091	-0.180889	0.004565	11	-0.003158	-0.003297
8584	8588			0	0	0		258.94551924858524	364.5096300539097	31.469748072912754	40.779511238083465	229.119000	156.963000	0.862661	1.905014	12	-0.407636	-1.860890	0.230401	11	-0.095286	-0.209775	0.004378	10	-0.003365	-0.002802
8592	8596			0	0	0		258.94551924858524	260.70144427664536	45.33304025948671	58.768553366341045	229.133000	148.951000	0.725549	3.041039	11	-0.937407	-2.892955	0.248821	11	-0.120728	-0.217570	0.003879	10	-0.003383	-0.001899
8596	8600			0	0	0		258.94551924858524	260.70144427664536	33.553578653688334	44.25567210951329	223.124000	146.873000	0.740739	3.794434	11	-1.347868	-3.546968	0.275293	11	-0.137172	-0.238684	0.002529	8	-0.002299	0.001054
8600	8604			0	0	0		258.94551924858524	260.70144427664536	30.66659062207547	37.72289781971765	221.095000	140.871000	0.823236	4.974080	11	-1.908887	-4.593215	0.239537	11	-0.139883	-0.194450	0.011101	5	0.004577	0.010113
8604	8608			0	0	0		258.94551924858524	260.70144427664536	29.468569563159864	37.84317005569407	220.043000	133.898000	0.809786	5.397735	11	-2.367981	-4.850589	0.151843	11	-0.102020	-0.112464	0.016501	6	0.004209	0.015955
8608	8612			0	0	0		258.94551924858524	260.70144427664536	29.37161491815752	39.01559930722342	218.087000	129.868000	0.788729	5.822896	11	-2.616279	-5.202039	0.061022	9	-0.059944	0.011419	0.025503	5	0.010588	0.023201
8612	8616			0	0	0		258.94551924858524	260.70144427664536	31.149282983987746	38.04406661424511	214.092000	123.839000	0.849821	5.586883	11	-2.625663	-4.931446	0.104839	6	-0.008513	0.104493	0.022949	6	0.004689	0.022464
8616	8620			0	0	0		258.94551924858524	260.70144427664536	28.678087531648245	36.34167590864841	213.064000	118.814000	0.835706	5.271214	11	-2.690062	-4.533130	0.189627	6	-0.046465	0.183846	0.020584	6	-0.002829	0.020389
8620	8624			0	0	0		258.94551924858524	260.70144427664536	29.58382125756936	38.64277090220587	208.053000	115.763000	0.804277	4.964932	11	-2.803741	-4.097510	0.220023	6	-0.031708	0.217726	0.014951	5	0.006550	0.013440
8628	8632			0	0	0		258.94551924858524	260.70144427664536	28.42237388848691	35.44063427528293	204.055000	102.804000	0.854927	4.668122	11	-2.843130	-3.702429	0.254588	6	0.000577	0.254588	0.010542	6	0.001000	0.010495
8636	8640			0	0	0		258.94551924858524	260.70144427664536	31.1659292098361	38.719597091824525	197.052000	98.768000	0.875333	4.224854	11	-2.795001	-3.168179	0.289996	6	-0.016464	0.289528	0.006984	6	-0.000029	0.006984
8640	8644			0	0	0		258.94551924858524	260.70144427664536	31.72576478131753	41.22852175635632	195.987000	95.764900	0.841285	3.939355	10	-2.916590	-2.648021	0.287415	6	-0.012916	0.287125	0.007749	1	0.003957	-0.006662
8644	8648			0	0	0	FaceOther	258.94551924858524	260.70144427664536	53.961541001120416	68.28168748079946	192.007000	94.758500	0.807307	3.480494	10	-2.825112	-2.032874	0.256515	6	0.025688	0.255226	0.022684	1	0.011000	-0.019839
8648	8652			0	0	0	FaceOther	291.3280453326681	282.72891384356717	55.64843261912319	69.61174368564699	188.990000	93.787400	0.873169	3.023200	10	-2.785073	-1.176056	0.192366	6	0.043287	0.187432	0.026037	1	0.011640	-0.023290
8652	8656			0	0	0	FaceOther	291.3280453326681	303.65114737980826	54.222299926271596	70.22952382425929	186.992000	93.772500	0.856495	2.710975	10	-2.490550	-1.070770	0.138800	3	0.137426	0.019480	0.027574	1	0.014704	-0.023327
8656	8660			0	0	0	FaceOther	291.3280453326681	306.2728187455628	52.740921269469	68.77070292553738	182.021000	92.805900	0.872847	2.331218	10	-2.064021	-1.083694	0.188264	3	0.186047	-0.028803	0.013384	2	0.011442	-0.006944
8660	8664			0	0	0	FaceOther	291.3280453326681	290.4215065329869	56.804828508385484	70.33941044698713	180.980000	92.717600	0.925651	1.947596	10	-1.548618	-1.181064	0.235774	3	0.232820	-0.037202	0.009634	4	0.008080	0.005247
